"";"X.1";"plot_ID";"tree_ID";"tree_inventory_status";"multi_stem";"dist_cm";"azi_gon";"age";"age_meth";"SP_code";"Kraft";"C_layer";"H_dm";"C_h_dm";"D_mm";"DBH_h_cm";"inv_year";"inv";"X";"Nr_code";"Chr_code_ger";"name";"bot_name";"bot_genus";"bot_species";"Flora_EU";"LH_NH";"IPC";"WZE";"BWI";"BZE_al";"tpS_SP_com_name";"tpS_ID";"H_SP_group";"BWI_SP_group";"Bio_SP_group";"N_SP_group";"N_bg_SP_group";"N_f_SP_group_MoMoK";"RG_Wolff_bio";"BWI_comparisson_group";"bark_type_SP_group";"fruit_type_SP_group";"DBH_cm";"CCS_r_m";"dist_m";"X_tree";"Y_tree";"e_ID";"e_type";"e_form";"stand";"inter_stat";"area_m2";"stand_plot_A_ha";"plot_A_ha"
"2716";2532;140064;116;-9;0;909;82;23;2;"gki";2;1;-9;-9;111;130;2012;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";11,1;12,62;9,09;2,84724963231674;8,63257027375232;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"2717";2533;140064;117;-9;0;890;84;23;2;"gki";2;1;-9;-9;134;130;2012;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";13,4;12,62;8,9;6,5253938486523;-6,05220911072731;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"2718";2534;140064;118;-9;0;893;98;23;2;"gki";2;1;-9;-9;141;130;2012;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";14,1;12,62;8,93;-5,12030011687448;-7,31624403045273;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"2719";2535;140064;119;-9;0;951;109;23;2;"gki";2;1;-9;-9;170;150;2012;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";17,0877192982456;12,62;9,51;7,76722218911137;-5,48729072174747;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"2720";2536;140064;120;-9;0;1106;121;23;2;"gki";2;1;-9;-9;156;130;2012;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";15,6;12,62;11,06;11,0468963854428;-0,538219517753702;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"2721";2537;140064;121;-9;0;1166;122;23;2;"gki";2;1;-9;-9;155;150;2012;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";15,5877192982456;12,62;11,66;5,81499537443196;-10,1065042816661;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"2722";2538;140064;122;-9;0;1105;94;23;2;"gki";2;1;-9;-9;125;130;2012;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";12,5;12,62;11,05;-2,71003443941758;10,7125260017034;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"2723";2539;140064;123;-9;0;1070;87;23;2;"gki";2;1;-9;-9;165;130;2012;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";16,5;12,62;10,7;-8,7934508519498;6,09632857663884;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"2724";2540;140064;124;-9;0;1221;48;23;2;"gki";2;1;-9;-9;139;130;2012;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";13,9;12,62;12,21;-9,38038941476197;-7,81616238491893;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"2725";2541;140064;125;-9;0;1255;74;23;2;"gki";2;1;-9;-9;153;130;2012;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";15,3;12,62;12,55;-12,3635855688765;2,15505263997626;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"2726";2542;140064;126;-9;0;1241;82;23;2;"gki";2;1;-9;-9;101;130;2012;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";10,1;12,62;12,41;3,88716918999459;11,7855002307224;NA;NA;NA;"A";NA;500,343869018386;0,0500343869018386;0,0500343869018386
"2727";2543;140065;1;-9;0;281;379;30;1;"sbi";3;1;92;72;74;160;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";7,53157894736842;5,64;2,81;2,54463926573117;-1,19201971766374;1;4;1;"A";"0";99,8871500223327;0,00998871500223327;0,00999328056736299
"2728";2544;140065;2;-9;0;676;387;30;1;"sbi";2;1;-9;-9;114;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";11,4;12,62;6,76;-3,72781435805682;-5,63923754703288;1;4;1;"A";"0";500,115280167522;0,0500115280167522;0,0500343869018386
"2729";2545;140065;3;-9;0;896;390;30;1;"sbi";2;1;138;83;155;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";15,5;12,62;8,96;3,83676079824817;8,09696650462543;1;4;1;"A";"0";500,115280167522;0,0500115280167522;0,0500343869018386
"2730";2546;140065;4;-9;0;811;21;30;1;"sbi";2;1;114;79;110;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";11;12,62;8,11;6,78527722852741;-4,44208430041882;1;4;1;"A";"0";500,115280167522;0,0500115280167522;0,0500343869018386
"2731";2547;140065;5;-9;0;526;399;30;1;"sbi";2;1;128;86;170;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";17;12,62;5,26;-0,0932706604659707;-5,25917299429257;1;4;1;"A";"0";500,115280167522;0,0500115280167522;0,0500343869018386
"2732";2548;140065;6;-9;0;455;2;30;1;"gki";4;1;68;22;104;130;2012;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";10,4;12,62;4,55;4,13730329205685;-1,8934681062895;1;4;1;"A";"0";500,115280167522;0,0500115280167522;0,0500343869018386
"2733";2549;140065;7;-9;0;505;21;30;1;"sbi";3;1;-9;-9;80;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";8;5,64;5,05;4,22511097460708;-2,76603276413256;1;4;1;"A";"0";99,8871500223327;0,00998871500223327;0,00999328056736299
"2734";2550;140065;8;-9;0;431;16;30;1;"sbi";2;1;-9;-9;87;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";8,7;5,64;4,31;-1,24086329482643;-4,12751236019379;1;4;1;"A";"0";99,8871500223327;0,00998871500223327;0,00999328056736299
"2735";2551;140065;9;-9;0;384;15;30;1;"sbi";2;1;-9;-9;94;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";9,4;5,64;3,84;2,49710530620333;-2,91720158537787;1;4;1;"A";"0";99,8871500223327;0,00998871500223327;0,00999328056736299
"2736";2552;140065;10;-9;0;168;4;30;1;"sbi";2;1;117;69;136;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";13,6;12,62;1,68;-1,27142819211732;-1,09812128305087;1;4;1;"A";"0";500,115280167522;0,0500115280167522;0,0500343869018386
"2737";2553;140065;11;-9;0;830;50;30;1;"gki";3;1;104;62;126;130;2012;"HBI";28;211;"GKi";"Gewoehnliche Kiefer";"Pinus sylvestris";"Pinus";"sylvestris";"026.007.007";"NB";134;30015;"KI";"WAHR";"Pinus sylvestris";5;"ki";"ki";"ki";"KI";"KI";"KI";"KI";"ki";"Pinus spp.";"Pinus spp.";12,6;12,62;8,3;-2,17771128574261;8,00921803648454;1;4;1;"A";"0";500,115280167522;0,0500115280167522;0,0500343869018386
"2738";2554;140065;12;-9;0;818;63;30;1;"sbi";2;1;-9;-9;124;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";12,4;12,62;8,18;1,36896962847696;8,06463403734526;1;4;1;"A";"0";500,115280167522;0,0500115280167522;0,0500343869018386
"2739";2555;140065;13;-9;0;1129;94;30;1;"sbi";2;1;-9;-9;132;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";13,2;12,62;11,29;-2,76889491592982;10,9451962497042;1;4;1;"A";"0";500,115280167522;0,0500115280167522;0,0500343869018386
"2740";2556;140065;14;-9;0;917;87;30;1;"sbi";2;1;-9;-9;100;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";10;12,62;9,17;-7,53606956190464;5,22461056521291;1;4;1;"A";"0";500,115280167522;0,0500115280167522;0,0500343869018386
"2741";2557;140065;15;-9;0;821;97;30;1;"sbi";2;1;-9;-9;130;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";13;12,62;8,21;3,11657953741595;-7,59546127545656;1;4;1;"A";"0";500,115280167522;0,0500115280167522;0,0500343869018386
"2742";2558;140065;16;-9;0;630;85;30;1;"sbi";2;1;-9;-9;103;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";10,3;12,62;6,3;-1,1092764056761;-6,20157285338246;1;4;1;"A";"0";500,115280167522;0,0500115280167522;0,0500343869018386
"2743";2559;140065;17;-9;0;468;91;30;1;"sbi";2;1;-9;-9;89;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";8,9;5,64;4,68;0,496021554995414;-4,65363971714398;1;4;1;"A";"0";99,8871500223327;0,00998871500223327;0,00999328056736299
"2744";2560;140065;18;-9;0;1004;123;30;1;"sbi";2;1;-9;-9;112;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";11,2;12,62;10,04;-4,6174310465235;-8,91520782318623;1;4;1;"A";"0";500,115280167522;0,0500115280167522;0,0500343869018386
"2745";2561;140065;19;-9;0;1219;129;30;1;"sbi";2;1;-9;-9;130;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";13;12,62;12,19;-2,35844064894893;-11,959676321096;1;4;1;"A";"0";500,115280167522;0,0500115280167522;0,0500343869018386
"2746";2562;140065;20;-9;0;1007;148;30;1;"sbi";2;1;-9;-9;126;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";12,6;12,62;10,07;-3,40701728084546;-9,47613493192348;1;4;1;"A";"0";500,115280167522;0,0500115280167522;0,0500343869018386
"2747";2563;140065;21;-9;0;715;150;30;1;"sbi";2;1;-9;-9;119;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";11,9;12,62;7,15;-5,11136647184853;4,99964326632038;1;4;1;"A";"0";500,115280167522;0,0500115280167522;0,0500343869018386
"2748";2564;140065;22;-9;0;546;148;30;1;"sbi";3;1;-9;-9;75;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";7,5;5,64;5,46;-1,84730033301055;-5,13800364729912;1;4;1;"A";"0";99,8871500223327;0,00998871500223327;0,00999328056736299
"2749";2565;140065;23;-9;0;398;129;30;1;"sbi";3;1;-9;-9;79;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";7,9;5,64;3,98;-0,770024100313105;-3,90479998014456;1;4;1;"A";"0";99,8871500223327;0,00998871500223327;0,00999328056736299
"2750";2566;140065;24;-9;0;310;136;30;1;"sbi";3;1;-9;-9;101;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";10,1;12,62;3,1;-2,45034294084096;-1,89889954243791;1;4;1;"A";"0";500,115280167522;0,0500115280167522;0,0500343869018386
"2751";2567;140065;25;-9;0;214;144;30;1;"sbi";2;1;-9;-9;110;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";11;12,62;2,14;-1,05078621094272;1,86425543820922;1;4;1;"A";"0";500,115280167522;0,0500115280167522;0,0500343869018386
"2752";2568;140065;26;-9;0;482;160;30;1;"sbi";3;1;-9;-9;86;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";8,6;5,64;4,82;1,0576297453868;-4,70253328767304;1;4;1;"A";"0";99,8871500223327;0,00998871500223327;0,00999328056736299
"2753";2569;140065;27;-9;0;929;168;30;1;"sbi";2;1;-9;-9;124;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";12,4;12,62;9,29;-9,2637398527112;-0,698014284445701;1;4;1;"A";"0";500,115280167522;0,0500115280167522;0,0500343869018386
"2754";2570;140065;28;-9;0;539;190;30;1;"sbi";3;1;-9;-9;72;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";7,2;5,64;5,39;5,37813811208844;0,357393966515724;1;4;1;"A";"0";99,8871500223327;0,00998871500223327;0,00999328056736299
"2755";2571;140065;29;-9;0;197;208;30;1;"sbi";3;1;-9;-9;79;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";7,9;5,64;1,97;1,19986382247639;1,5624425773488;1;4;1;"A";"0";99,8871500223327;0,00998871500223327;0,00999328056736299
"2756";2572;140065;30;-9;0;376;235;30;1;"sbi";2;1;-9;-9;89;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";8,9;5,64;3,76;2,18300577012106;-3,06138625586811;1;4;1;"A";"0";99,8871500223327;0,00998871500223327;0,00999328056736299
"2757";2573;140065;31;-9;0;418;231;30;1;"sbi";2;1;-9;-9;127;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";12,7;12,62;4,18;-4,16195991318887;0,387929994984766;1;4;1;"A";"0";500,115280167522;0,0500115280167522;0,0500343869018386
"2758";2574;140065;32;-9;0;622;219;30;1;"sbi";2;1;-9;-9;119;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";11,9;12,62;6,22;-4,91637969208759;3,81019825248356;1;4;1;"A";"0";500,115280167522;0,0500115280167522;0,0500343869018386
"2759";2575;140065;33;-9;0;1060;222;30;1;"sbi";2;1;-9;-9;109;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";10,9;12,62;10,6;9,2108788850933;-5,24592319464766;1;4;1;"A";"0";500,115280167522;0,0500115280167522;0,0500343869018386
"2760";2576;140065;34;-9;0;983;231;30;1;"sbi";2;1;-9;-9;137;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";13,7;12,62;9,83;-9,78757558532216;0,912285131746472;1;4;1;"A";"0";500,115280167522;0,0500115280167522;0,0500343869018386
"2761";2577;140065;35;-9;0;1166;239;30;1;"sbi";2;1;-9;-9;112;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";11,2;12,62;11,66;2,75981334366739;11,3286817550903;1;4;1;"A";"0";500,115280167522;0,0500115280167522;0,0500343869018386
"2762";2578;140065;36;-9;0;484;269;30;1;"sbi";3;1;-9;-9;88;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";8,8;5,64;4,84;-4,46948290037606;1,85723520407245;1;4;1;"A";"0";99,8871500223327;0,00998871500223327;0,00999328056736299
"2763";2579;140065;37;-9;0;897;273;30;1;"sbi";2;1;-9;-9;114;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";11,4;12,62;8,97;2,80940538918991;-8,51869364158559;1;4;1;"A";"0";500,115280167522;0,0500115280167522;0,0500343869018386
"2764";2580;140065;38;-9;0;1063;268;30;1;"sbi";2;1;-9;-9;120;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";12;12,62;10,63;-8,73610616706649;-6,05618271172055;1;4;1;"A";"0";500,115280167522;0,0500115280167522;0,0500343869018386
"2765";2581;140065;39;-9;0;1081;269;30;1;"sbi";2;1;-9;-9;132;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";13,2;12,62;10,81;-9,98246077542669;4,14808110661636;1;4;1;"A";"0";500,115280167522;0,0500115280167522;0,0500343869018386
"2766";2582;140065;40;-9;0;1185;269;30;1;"sbi";3;1;-9;-9;116;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";11,6;12,62;11,85;-10,9428455308794;4,54715643972284;1;4;1;"A";"0";500,115280167522;0,0500115280167522;0,0500343869018386
"2767";2583;140065;41;-9;0;273;302;30;1;"sbi";2;1;-9;-9;98;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";9,8;5,64;2,73;1,08095122874668;2,50687942292226;1;4;1;"A";"0";99,8871500223327;0,00998871500223327;0,00999328056736299
"2768";2584;140065;42;-9;0;354;293;30;1;"sbi";2;1;-9;-9;107;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";10,7;12,62;3,54;-2,61677153557951;-2,38413647482288;1;4;1;"A";"0";500,115280167522;0,0500115280167522;0,0500343869018386
"2769";2585;140065;43;-9;0;524;317;30;1;"sbi";2;1;-9;-9;136;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";13,6;12,62;5,24;1,55282049172597;-5,00463270585124;1;4;1;"A";"0";500,115280167522;0,0500115280167522;0,0500343869018386
"2770";2586;140065;44;-9;0;543;324;30;1;"sbi";2;1;-9;-9;104;130;2012;"HBI";36;107;"SBi";"Sand-Birke";"Betula pendula";"Betula";"pendula";"034.001.001";"LB";10;30011;"BI";"WAHR";"Betula spp.";26;"bu";"aLn";"shw";"BI";"BI";"BI";"BI";"aLn";"Betula spp.";"Betula spp.";10,4;12,62;5,43;-2,19407414164804;-4,96698486618909;1;4;1;"A";"0";500,115280167522;0,0500115280167522;0,0500343869018386
