"stand_component","plot_ID","stand","SP_code","compartiment","B_t_ha_diff","C_t_ha_diff","N_t_ha_diff","n_ha_diff","n_SP_diff"
"RG","140044","all","all","bg",-0.0353861345266757,-0.0176930672633379,-0.000146498596940437,61.493194185701,0
"RG","140044","all","all","total",-0.144117132185435,-0.0720585660927175,-0.000544212268258213,61.493194185701,0
"RG","140044","all","gfi","ag",-0.108466168978249,-0.0542330844891244,-0.000396495194558748,NA,NA
"RG","140044","all","gfi","bg",-0.0353861345266757,-0.0176930672633379,-0.000146498596940437,NA,NA
"RG","140044","all","gfi","total",-0.143852303504925,-0.0719261517524623,-0.000542993791499185,NA,NA
"RG","140044","all","vbe","ag",-0.000264828680510413,-0.000132414340255206,-1.2184767590284e-06,NA,NA
"RG","140044","all","vbe","bg",0,0,0,NA,NA
"RG","140044","all","vbe","total",-0.000264828680510413,-0.000132414340255206,-1.2184767590284e-06,NA,NA
"RG","140044","all",NA,"ag",0,0,0,NA,NA
"RG","140044","all",NA,"bg",0,0,0,NA,NA
"RG","140044","all",NA,"total",0,0,0,NA,NA
"RG","140044",NA,"all","ag",0,0,0,0,0
"RG","140044",NA,"all","bg",0,0,0,0,0
"RG","140044",NA,"all","total",0,0,0,0,0
"RG","140044",NA,NA,"ag",0,0,0,NA,NA
"RG","140044",NA,NA,"bg",0,0,0,NA,NA
"RG","140044",NA,NA,"total",0,0,0,NA,NA
"RG","140045","A","all","ag",1.55480944013536,0.777404720067676,0.00701655185168391,-4405.2751360471,NA
"RG","140045","A","all","bg",3.75410302732748e-07,1.87705151366375e-07,1.13749321728023e-09,-4405.2751360471,NA
"RG","140045","A","all","fwb",1.03623326881094,0.518116634405469,0.00476770926979912,NA,NA
"RG","140045","A","all","ndl",5.71557813585184e-07,2.85778906792592e-07,0,NA,NA
"RG","140045","A","all","total",1.55480981554566,0.777404907772828,0.00701655298917712,-4405.2751360471,NA
"RG","140045","A","gfi","ag",0.528687585453599,0.264343792726799,0.00229609018362497,NA,NA
"RG","140045","A","gfi","bg",0,0,0,NA,NA
"RG","140045","A","gfi","total",0.528687585453599,0.264343792726799,0.00229609018362497,NA,NA
"RG","140045","A","rbu","ag",1.03186289721362,0.515931448606809,0.00474759856034234,NA,NA
"RG","140045","A","rbu","bg",3.75410302732748e-07,1.87705151366375e-07,1.13749321728023e-09,NA,NA
"RG","140045","A","rbu","fwb",1.03623326881094,0.518116634405469,0.00476770926979912,NA,NA
"RG","140045","A","rbu","ndl",5.71557813585184e-07,2.85778906792592e-07,0,NA,NA
"RG","140045","A","rbu","total",1.03186327262393,0.515931636311959,0.00474759969783556,NA,NA
"RG","140045","A","vbe","ag",-0.0052449191841209,-0.00262245959206045,-2.41318731661403e-05,NA,NA
"RG","140045","A","vbe","bg",0,0,0,NA,NA
"RG","140045","A","vbe","total",-0.0052449191841209,-0.00262245959206045,-2.41318731661403e-05,NA,NA
"RG","140045","all","all","ag",1.55480944013536,0.777404720067676,0.00701655185168391,-4405.2751360471,-1
"RG","140045","all","all","bg",3.75410302732748e-07,1.87705151366375e-07,1.13749321728023e-09,-4405.2751360471,-1
"RG","140045","all","all","fwb",1.03623326881094,0.518116634405469,0.00476770926979912,26599.5267038913,3
"RG","140045","all","all","ndl",5.71557813585184e-07,2.85778906792592e-07,0,26599.5267038913,3
"RG","140045","all","all","total",1.55480981554566,0.777404907772828,0.00701655298917712,-4405.2751360471,-1
"RG","140045","all","gfi","ag",0.528687585453599,0.264343792726799,0.00229609018362497,NA,NA
"RG","140045","all","gfi","bg",0,0,0,NA,NA
"RG","140045","all","gfi","total",0.528687585453599,0.264343792726799,0.00229609018362497,NA,NA
"RG","140045","all","rbu","ag",1.03186289721362,0.515931448606809,0.00474759856034234,NA,NA
"RG","140045","all","rbu","bg",3.75410302732748e-07,1.87705151366375e-07,1.13749321728023e-09,NA,NA
"RG","140045","all","rbu","fwb",1.03623326881094,0.518116634405469,0.00476770926979912,NA,NA
"RG","140045","all","rbu","ndl",5.71557813585184e-07,2.85778906792592e-07,0,NA,NA
"RG","140045","all","rbu","total",1.03186327262393,0.515931636311959,0.00474759969783556,NA,NA
"RG","140045","all","vbe","ag",-0.0052449191841209,-0.00262245959206045,-2.41318731661403e-05,NA,NA
"RG","140045","all","vbe","bg",0,0,0,NA,NA
"RG","140045","all","vbe","total",-0.0052449191841209,-0.00262245959206045,-2.41318731661403e-05,NA,NA
"RG","140046","A","all","ag",0.270973299400209,0.135486649700104,0.00133038982696099,8630.60897616653,NA
"RG","140046","A","all","bg",0,0,0,8630.60897616653,NA
"RG","140046","A","all","total",0.270973299400209,0.135486649700104,0.00133038982696099,8630.60897616653,NA
"RG","140046","A","as","ag",0.00628792800981018,0.00314396400490508,3.80859799554201e-05,NA,NA
"RG","140046","A","as","bg",0,0,0,NA,NA
"RG","140046","A","as","total",0.00628792800981018,0.00314396400490508,3.80859799554201e-05,NA,NA
"RG","140046","A","gfi","ag",0.181406388785547,0.0907031943927734,0.00078784794649563,NA,NA
"RG","140046","A","gfi","bg",0,0,0,NA,NA
"RG","140046","A","gfi","total",0.181406388785547,0.0907031943927734,0.00078784794649563,NA,NA
"RG","140046","A","sbi","ag",0.0833328213661382,0.0416664106830691,0.000504746899014699,NA,NA
"RG","140046","A","sbi","bg",0,0,0,NA,NA
"RG","140046","A","sbi","total",0.0833328213661382,0.0416664106830691,0.000504746899014699,NA,NA
"RG","140046","B","all","ag",1.05164219882587,0.525821099412937,0.00367605794854336,2667.95614763739,NA
"RG","140046","B","all","bg",0.302418459062643,0.151209229531322,0.00125201242051934,2667.95614763739,NA
"RG","140046","B","all","fwb",0.612483208666484,0.306241604333242,0.00266001457523854,NA,NA
"RG","140046","B","all","ndl",0.205209330176701,0.102604665088351,0,NA,NA
"RG","140046","B","all","total",1.35406065788852,0.677030328944259,0.00492807036906271,2667.95614763739,NA
"RG","140046","B","gfi","ag",1.05164219882587,0.525821099412937,0.00367605794854336,NA,NA
"RG","140046","B","gfi","bg",0.302418459062643,0.151209229531322,0.00125201242051934,NA,NA
"RG","140046","B","gfi","fwb",0.612483208666484,0.306241604333242,0.00266001457523854,NA,NA
"RG","140046","B","gfi","ndl",0.205209330176701,0.102604665088351,0,NA,NA
"RG","140046","B","gfi","total",1.35406065788852,0.677030328944259,0.00492807036906271,NA,NA
"RG","140046","all","all","ag",1.32261549822608,0.661307749113041,0.00500644777550435,11298.565123804,0
"RG","140046","all","all","bg",0.302418459062643,0.151209229531322,0.00125201242051934,11298.565123804,0
"RG","140046","all","all","fwb",0.612483208666484,0.306241604333242,0.00266001457523854,11991.2783447693,3
"RG","140046","all","all","ndl",0.205209330176701,0.102604665088351,0,11991.2783447693,3
"RG","140046","all","all","total",1.62503395728873,0.812516978644363,0.00625846019602369,11298.565123804,0
"RG","140046","all","as","ag",0.00628792800981018,0.00314396400490508,3.80859799554201e-05,NA,NA
"RG","140046","all","as","bg",0,0,0,NA,NA
"RG","140046","all","as","total",0.00628792800981018,0.00314396400490508,3.80859799554201e-05,NA,NA
"RG","140046","all","gfi","ag",1.23304858761142,0.61652429380571,0.00446390589503899,NA,NA
"RG","140046","all","gfi","bg",0.302418459062643,0.151209229531322,0.00125201242051934,NA,NA
"RG","140046","all","gfi","fwb",0.612483208666484,0.306241604333242,0.00266001457523854,NA,NA
"RG","140046","all","gfi","ndl",0.205209330176701,0.102604665088351,0,NA,NA
"RG","140046","all","gfi","total",1.53546704667407,0.767733523337032,0.00571591831555833,NA,NA
"RG","140046","all","sbi","ag",0.0833328213661382,0.0416664106830691,0.000504746899014699,NA,NA
"RG","140046","all","sbi","bg",0,0,0,NA,NA
"RG","140046","all","sbi","total",0.0833328213661382,0.0416664106830691,0.000504746899014699,NA,NA
"RG","140047","A","all","ag",-9.91108259188274,-4.95554129594138,-0.0368396449483838,-5774.60833811448,NA
"RG","140047","A","all","bg",-2.90875753712685,-1.45437876856343,-0.0120422561193294,-5774.60833811448,NA
"RG","140047","A","all","fwb",-8.0369494929631,-4.01847474648156,-0.0349586051314099,-5774.60833811448,NA
"RG","140047","A","all","ndl",-1.44101317790333,-0.720506588951665,0,-5774.60833811448,NA
"RG","140047","A","all","total",-12.8198401290096,-6.40992006450481,0.00331768009643791,-5774.60833811448,NA
"RG","140047","A","gfi","ag",-9.70126277277564,-4.85063138638781,-0.0358742644931491,NA,NA
"RG","140047","A","gfi","bg",-2.90875746111262,-1.45437873055631,-0.0120422558890063,NA,NA
"RG","140047","A","gfi","fwb",-7.82712978958674,-3.91356489479337,-0.0339932246761752,NA,NA
"RG","140047","A","gfi","ndl",-1.44101306217255,-0.720506531086272,0,NA,NA
"RG","140047","A","gfi","total",-12.6100202338882,-6.30501011694412,0.0042830607819957,NA,NA
"RG","140047","all","all","ag",-9.91108259188274,-4.95554129594138,-0.0368396449483838,-5774.60833811448,-1
"RG","140047","all","all","bg",-2.90875753712685,-1.45437876856343,-0.0120422561193294,-5774.60833811448,-1
"RG","140047","all","all","fwb",-8.0369494929631,-4.01847474648156,-0.0349586051314099,-5774.60833811448,-1
"RG","140047","all","all","ndl",-1.44101317790333,-0.720506588951665,0,-5774.60833811448,-1
"RG","140047","all","all","total",-12.8198401290096,-6.40992006450481,0.00331768009643791,-5774.60833811448,-1
"RG","140047","all","gfi","ag",-9.70126277277564,-4.85063138638781,-0.0358742644931491,NA,NA
"RG","140047","all","gfi","bg",-2.90875746111262,-1.45437873055631,-0.0120422558890063,NA,NA
"RG","140047","all","gfi","fwb",-7.82712978958674,-3.91356489479337,-0.0339932246761752,NA,NA
"RG","140047","all","gfi","ndl",-1.44101306217255,-0.720506531086272,0,NA,NA
"RG","140047","all","gfi","total",-12.6100202338882,-6.30501011694412,0.0042830607819957,NA,NA
"RG","140047","all",NA,"ag",0,0,0,NA,NA
"RG","140047","all",NA,"bg",0,0,0,NA,NA
"RG","140047","all",NA,"total",0,0,0,NA,NA
"RG","140047",NA,"all","ag",0,0,0,0,0
"RG","140047",NA,"all","bg",0,0,0,0,0
"RG","140047",NA,"all","total",0,0,0,0,0
"RG","140047",NA,NA,"ag",0,0,0,NA,NA
"RG","140047",NA,NA,"bg",0,0,0,NA,NA
"RG","140047",NA,NA,"total",0,0,0,NA,NA
"RG","140048","A","all","ag",14.0429152566979,7.021457628349,0.048350109005883,-46540.1077091869,NA
"RG","140048","A","all","bg",5.23331504084998,2.61665752042499,0.0212903922886008,-46540.1077091869,NA
"RG","140048","A","all","fwb",12.9805924846146,6.4902962423073,0.0562185296683102,NA,NA
"RG","140048","A","all","ndl",2.89586781846669,1.44793390923335,0,NA,NA
"RG","140048","A","all","total",19.2762302975481,9.63811514877398,0.0696405012944837,-46540.1077091869,NA
"RG","140048","A","ela","ag",0.415752131536915,0.207876065768457,0.00089166489006288,NA,NA
"RG","140048","A","ela","bg",0.280247746655339,0.14012387332767,0.000784693690634948,NA,NA
"RG","140048","A","ela","fwb",0.548012253933415,0.274006126966707,0.0022238337264618,NA,NA
"RG","140048","A","ela","ndl",0.196021995986674,0.0980109979933368,0,NA,NA
"RG","140048","A","ela","total",0.695999878192257,0.347999939096127,0.00167635858069782,NA,NA
"RG","140048","A","gfi","ag",13.622879907036,6.81143995351799,0.0474387370292266,NA,NA
"RG","140048","A","gfi","bg",4.95306729419464,2.47653364709732,0.0205056985979658,NA,NA
"RG","140048","A","gfi","fwb",12.4325802306812,6.2162901153406,0.0539946959418484,NA,NA
"RG","140048","A","gfi","ndl",2.69984582248002,1.34992291124001,0,NA,NA
"RG","140048","A","gfi","total",18.5759472012306,9.28797360061536,0.0679444356271924,NA,NA
"RG","140048","A","rbu","ag",0.0400047479788964,0.0200023739894482,0.000184061845450903,NA,NA
"RG","140048","A","rbu","bg",0,0,0,NA,NA
"RG","140048","A","rbu","total",0.0400047479788964,0.0200023739894482,0.000184061845450903,NA,NA
"RG","140048","B","all","ag",16.0011129143692,8.0005564571846,0.0547534503945835,-5249.8790215644,NA
"RG","140048","B","all","bg",5.61748125928812,2.80874062964406,0.0232563724134528,-5249.8790215644,NA
"RG","140048","B","all","fwb",12.9043362714959,6.45216813574793,0.0560435324271065,NA,NA
"RG","140048","B","all","ndl",3.3938252342901,1.69691261714505,0,NA,NA
"RG","140048","B","all","total",21.6185941736573,10.8092970868286,0.0780098228080363,-5249.8790215644,NA
"RG","140048","B","gfi","ag",16.0011129143692,8.0005564571846,0.0547534503945835,NA,NA
"RG","140048","B","gfi","bg",5.61748125928812,2.80874062964406,0.0232563724134528,NA,NA
"RG","140048","B","gfi","fwb",12.9043362714959,6.45216813574793,0.0560435324271065,NA,NA
"RG","140048","B","gfi","ndl",3.3938252342901,1.69691261714505,0,NA,NA
"RG","140048","B","gfi","total",21.6185941736573,10.8092970868286,0.0780098228080363,NA,NA
"RG","140048","all","all","ag",30.0440281710672,15.0220140855336,0.103103559400467,-51789.9867307514,0
"RG","140048","all","all","bg",10.8507963001381,5.42539815006906,0.0445467647020536,-51789.9867307514,0
"RG","140048","all","all","fwb",25.8849287561105,12.9424643780552,0.112262062095417,25404.7886417601,3
"RG","140048","all","all","ndl",6.28969305275679,3.1448465263784,0,25404.7886417601,3
"RG","140048","all","all","total",40.8948244712054,20.4474122356027,0.14765032410252,-51789.9867307514,0
"RG","140048","all","ela","ag",0.415752131536915,0.207876065768457,0.00089166489006288,NA,NA
"RG","140048","all","ela","bg",0.280247746655339,0.14012387332767,0.000784693690634948,NA,NA
"RG","140048","all","ela","fwb",0.548012253933415,0.274006126966707,0.0022238337264618,NA,NA
"RG","140048","all","ela","ndl",0.196021995986674,0.0980109979933368,0,NA,NA
"RG","140048","all","ela","total",0.695999878192257,0.347999939096127,0.00167635858069782,NA,NA
"RG","140048","all","gfi","ag",29.6239928214052,14.8119964107026,0.10219218742381,NA,NA
"RG","140048","all","gfi","bg",10.5705485534828,5.28527427674139,0.0437620710114186,NA,NA
"RG","140048","all","gfi","fwb",25.3369165021771,12.6684582510885,0.110038228368955,NA,NA
"RG","140048","all","gfi","ndl",6.09367105677012,3.04683552838506,0,NA,NA
"RG","140048","all","gfi","total",40.194541374888,20.097270687444,0.145954258435229,NA,NA
"RG","140048","all","rbu","ag",0.0400047479788964,0.0200023739894482,0.000184061845450903,NA,NA
"RG","140048","all","rbu","bg",0,0,0,NA,NA
"RG","140048","all","rbu","total",0.0400047479788964,0.0200023739894482,0.000184061845450903,NA,NA
"RG","140049","all","all","ag",-0.117353642256517,-0.0586768211282587,-0.000383492742826609,-106.103295394597,-1
"RG","140049","all","all","bg",-0.0428145779585869,-0.0214072889792935,-0.000177252352748549,-106.103295394597,-1
"RG","140049","all","all","total",-0.160168220215105,-0.0800841101075521,-0.000560745095575159,-106.103295394597,-1
"RG","140049","all",NA,"ag",0,0,0,NA,NA
"RG","140049","all",NA,"bg",0,0,0,NA,NA
"RG","140049","all",NA,"total",0,0,0,NA,NA
"RG","140049",NA,"all","ag",0,0,0,0,0
"RG","140049",NA,"all","bg",0,0,0,0,0
"RG","140049",NA,"all","total",0,0,0,0,0
"RG","140049",NA,NA,"ag",0,0,0,NA,NA
"RG","140049",NA,NA,"bg",0,0,0,NA,NA
"RG","140049",NA,NA,"total",0,0,0,NA,NA
"RG","140050","A","all","ag",-0.198506809763409,-0.0992534048817039,-0.000717396548774426,560.545564085296,NA
"RG","140050","A","all","bg",-0.0577662642805334,-0.0288831321402667,-0.000239152323379469,560.545564085296,NA
"RG","140050","A","all","fwb",-0.166456897778959,-0.0832284488894796,-0.000729814076724068,560.545564085296,NA
"RG","140050","A","all","ndl",-0.032867847352854,-0.016433923676427,0,560.545564085296,NA
"RG","140050","A","all","total",-0.256273074043943,-0.128136537021971,-0.000956548872153896,560.545564085296,NA
"RG","140050","A","bah","ag",0.000968995043185818,0.000484497521592907,4.14536079474893e-06,NA,NA
"RG","140050","A","bah","bg",0,0,0,NA,NA
"RG","140050","A","bah","total",0.000968995043185818,0.000484497521592907,4.14536079474893e-06,NA,NA
"RG","140050","A","bi","ag",0.00506111200520579,0.0025305560026029,3.06551554155315e-05,NA,NA
"RG","140050","A","bi","bg",0,0,0,NA,NA
"RG","140050","A","bi","total",0.00506111200520579,0.0025305560026029,3.06551554155315e-05,NA,NA
"RG","140050","A","gfi","ag",-0.17880707136292,-0.08940353568146,-0.000633814113864449,NA,NA
"RG","140050","A","gfi","bg",-0.0577662546031109,-0.0288831273015555,-0.000239152294056879,NA,NA
"RG","140050","A","gfi","total",-0.236573325966032,-0.118286662983015,-0.000872966407921328,NA,NA
"RG","140050","A","rbu","ag",0.0514187365138271,0.0257093682569135,0.000236577478317209,NA,NA
"RG","140050","A","rbu","bg",1.83274059608281e-08,9.16370298041405e-09,5.55320400613091e-11,NA,NA
"RG","140050","A","rbu","fwb",0.0505885630984768,0.0252942815492384,0.000232757978816092,NA,NA
"RG","140050","A","rbu","ndl",2.79032621198895e-08,1.39516310599448e-08,0,NA,NA
"RG","140050","A","rbu","total",0.0514187548412332,0.0257093774206165,0.000236577533849249,NA,NA
"RG","140050","A","vbe","ag",-0.0771485819627074,-0.0385742909813537,-0.000354960429437463,NA,NA
"RG","140050","A","vbe","bg",-2.80048285105067e-08,-1.40024142552534e-08,-8.48546303868355e-11,NA,NA
"RG","140050","A","vbe","total",-0.0771486099675362,-0.0385743049837679,-0.000354960514292093,NA,NA
"RG","140050","all","all","ag",-0.198506809763409,-0.0992534048817039,-0.000717396548774426,560.545564085296,3
"RG","140050","all","all","bg",-0.0577662642805334,-0.0288831321402667,-0.000239152323379469,560.545564085296,3
"RG","140050","all","all","fwb",-0.166456897778959,-0.0832284488894796,-0.000729814076724068,560.545564085296,3
"RG","140050","all","all","ndl",-0.032867847352854,-0.016433923676427,0,560.545564085296,3
"RG","140050","all","all","total",-0.256273074043943,-0.128136537021971,-0.000956548872153896,560.545564085296,3
"RG","140050","all","bah","ag",0.000968995043185818,0.000484497521592907,4.14536079474893e-06,NA,NA
"RG","140050","all","bah","bg",0,0,0,NA,NA
"RG","140050","all","bah","total",0.000968995043185818,0.000484497521592907,4.14536079474893e-06,NA,NA
"RG","140050","all","bi","ag",0.00506111200520579,0.0025305560026029,3.06551554155315e-05,NA,NA
"RG","140050","all","bi","bg",0,0,0,NA,NA
"RG","140050","all","bi","total",0.00506111200520579,0.0025305560026029,3.06551554155315e-05,NA,NA
"RG","140050","all","gfi","ag",-0.17880707136292,-0.08940353568146,-0.000633814113864449,NA,NA
"RG","140050","all","gfi","bg",-0.0577662546031109,-0.0288831273015555,-0.000239152294056879,NA,NA
"RG","140050","all","gfi","total",-0.236573325966032,-0.118286662983015,-0.000872966407921328,NA,NA
"RG","140050","all","rbu","ag",0.0514187365138271,0.0257093682569135,0.000236577478317209,NA,NA
"RG","140050","all","rbu","bg",1.83274059608281e-08,9.16370298041405e-09,5.55320400613091e-11,NA,NA
"RG","140050","all","rbu","fwb",0.0505885630984768,0.0252942815492384,0.000232757978816092,NA,NA
"RG","140050","all","rbu","ndl",2.79032621198895e-08,1.39516310599448e-08,0,NA,NA
"RG","140050","all","rbu","total",0.0514187548412332,0.0257093774206165,0.000236577533849249,NA,NA
"RG","140050","all","vbe","ag",-0.0771485819627074,-0.0385742909813537,-0.000354960429437463,NA,NA
"RG","140050","all","vbe","bg",-2.80048285105067e-08,-1.40024142552534e-08,-8.48546303868355e-11,NA,NA
"RG","140050","all","vbe","total",-0.0771486099675362,-0.0385743049837679,-0.000354960514292093,NA,NA
"RG","140050","all",NA,"ag",0,0,0,NA,NA
"RG","140050","all",NA,"bg",0,0,0,NA,NA
"RG","140050","all",NA,"total",0,0,0,NA,NA
"RG","140050",NA,"all","ag",0,0,0,0,0
"RG","140050",NA,"all","bg",0,0,0,0,0
"RG","140050",NA,"all","total",0,0,0,0,0
"RG","140050",NA,NA,"ag",0,0,0,NA,NA
"RG","140050",NA,NA,"bg",0,0,0,NA,NA
"RG","140050",NA,NA,"total",0,0,0,NA,NA
"RG","140051","A","all","ag",2.48716484763125,1.24358242381563,0.0101164117539696,-273.65763235338,NA
"RG","140051","A","all","bg",0.444100644262197,0.222050322131099,0.00183857630613711,-273.65763235338,NA
"RG","140051","A","all","fwb",2.01265250905289,1.00632625452645,0.00915371997588771,NA,NA
"RG","140051","A","all","ndl",0.252684670913959,0.126342335456979,0,NA,NA
"RG","140051","A","all","total",2.93126549189345,1.46563274594673,0.0120045197859771,-273.65763235338,NA
"RG","140051","A","bah","ag",0.195872055937951,0.0979360279689759,0.000837940187876156,NA,NA
"RG","140051","A","bah","bg",7.17659566958812e-08,3.58829783479406e-08,2.1745084878852e-10,NA,NA
"RG","140051","A","bah","fwb",0.198093316445974,0.0990466582229868,0.000847443207755876,NA,NA
"RG","140051","A","bah","ndl",1.09262833226363e-07,5.46314166131816e-08,0,NA,NA
"RG","140051","A","bah","total",0.195872127703909,0.0979360638519542,0.000837940405327004,NA,NA
"RG","140051","A","gfi","ag",1.56351854232478,0.781759271162389,0.00569295406529354,NA,NA
"RG","140051","A","gfi","bg",0.444100258436658,0.222050129218329,0.00183857506992776,NA,NA
"RG","140051","A","gfi","fwb",1.07434035382055,0.537170176910277,0.00466586015664267,NA,NA
"RG","140051","A","gfi","ndl",0.252684081055256,0.126342040527628,0,NA,NA
"RG","140051","A","gfi","total",2.00761880076144,1.00380940038072,0.0075315291352213,NA,NA
"RG","140051","A","sei","ag",0.149725429447226,0.0748627147236128,0.00092964424265687,NA,NA
"RG","140051","A","sei","bg",9.87617129924409e-08,4.93808564962204e-08,3.66405955201956e-10,NA,NA
"RG","140051","A","sei","fwb",0.145938889448445,0.0729694447242226,0.000906134564585396,NA,NA
"RG","140051","A","sei","ndl",1.52807369407898e-07,7.64036847039489e-08,0,NA,NA
"RG","140051","A","sei","total",0.149725528208939,0.0748627641044693,0.000929644609062825,NA,NA
"RG","140051","A","vbe","ag",0.589067746344648,0.294533873172324,0.00271029919277684,NA,NA
"RG","140051","A","vbe","bg",2.15297870087643e-07,1.07648935043822e-07,6.52352546365561e-10,NA,NA
"RG","140051","A","vbe","fwb",0.594279949337921,0.297139974668961,0.00273428204690377,NA,NA
"RG","140051","A","vbe","ndl",3.2778849967909e-07,1.63894249839545e-07,0,NA,NA
"RG","140051","A","vbe","total",0.589067961642519,0.294533980821259,0.00271029984512938,NA,NA
"RG","140051","A","wta","ag",0.00177932785332653,0.000889663926663262,7.7276208669971e-06,NA,NA
"RG","140051","A","wta","bg",0,0,0,NA,NA
"RG","140051","A","wta","total",0.00177932785332653,0.000889663926663262,7.7276208669971e-06,NA,NA
"RG","140051","all","all","ag",2.48716484763125,1.24358242381563,0.0101164117539696,-273.65763235338,0
"RG","140051","all","all","bg",0.444100644262197,0.222050322131099,0.00183857630613711,-273.65763235338,0
"RG","140051","all","all","fwb",2.01265250905289,1.00632625452645,0.00915371997588771,5084.94430671327,5
"RG","140051","all","all","ndl",0.252684670913959,0.126342335456979,0,5084.94430671327,5
"RG","140051","all","all","total",2.93126549189345,1.46563274594673,0.0120045197859771,-273.65763235338,0
"RG","140051","all","bah","ag",0.195872055937951,0.0979360279689759,0.000837940187876156,NA,NA
"RG","140051","all","bah","bg",7.17659566958812e-08,3.58829783479406e-08,2.1745084878852e-10,NA,NA
"RG","140051","all","bah","fwb",0.198093316445974,0.0990466582229868,0.000847443207755876,NA,NA
"RG","140051","all","bah","ndl",1.09262833226363e-07,5.46314166131816e-08,0,NA,NA
"RG","140051","all","bah","total",0.195872127703909,0.0979360638519542,0.000837940405327004,NA,NA
"RG","140051","all","gfi","ag",1.56351854232478,0.781759271162389,0.00569295406529354,NA,NA
"RG","140051","all","gfi","bg",0.444100258436658,0.222050129218329,0.00183857506992776,NA,NA
"RG","140051","all","gfi","fwb",1.07434035382055,0.537170176910277,0.00466586015664267,NA,NA
"RG","140051","all","gfi","ndl",0.252684081055256,0.126342040527628,0,NA,NA
"RG","140051","all","gfi","total",2.00761880076144,1.00380940038072,0.0075315291352213,NA,NA
"RG","140051","all","sei","ag",0.149725429447226,0.0748627147236128,0.00092964424265687,NA,NA
"RG","140051","all","sei","bg",9.87617129924409e-08,4.93808564962204e-08,3.66405955201956e-10,NA,NA
"RG","140051","all","sei","fwb",0.145938889448445,0.0729694447242226,0.000906134564585396,NA,NA
"RG","140051","all","sei","ndl",1.52807369407898e-07,7.64036847039489e-08,0,NA,NA
"RG","140051","all","sei","total",0.149725528208939,0.0748627641044693,0.000929644609062825,NA,NA
"RG","140051","all","vbe","ag",0.589067746344648,0.294533873172324,0.00271029919277684,NA,NA
"RG","140051","all","vbe","bg",2.15297870087643e-07,1.07648935043822e-07,6.52352546365561e-10,NA,NA
"RG","140051","all","vbe","fwb",0.594279949337921,0.297139974668961,0.00273428204690377,NA,NA
"RG","140051","all","vbe","ndl",3.2778849967909e-07,1.63894249839545e-07,0,NA,NA
"RG","140051","all","vbe","total",0.589067961642519,0.294533980821259,0.00271029984512938,NA,NA
"RG","140051","all","wta","ag",0.00177932785332653,0.000889663926663262,7.7276208669971e-06,NA,NA
"RG","140051","all","wta","bg",0,0,0,NA,NA
"RG","140051","all","wta","total",0.00177932785332653,0.000889663926663262,7.7276208669971e-06,NA,NA
"RG","140052","A","all","ag",-0.109879336943601,-0.0549396684718001,-0.000344759419674043,-1268.17132319751,NA
"RG","140052","A","all","bg",-0.0450837956741877,-0.0225418978370939,-0.000186646914091137,-1268.17132319751,NA
"RG","140052","A","all","total",-0.154963132617789,-0.0774815663088938,-0.00053140633376518,-1268.17132319751,NA
"RG","140052","A","gfi","ag",-0.11068083528934,-0.0553404176446699,-0.000347825380655518,NA,NA
"RG","140052","A","gfi","bg",-0.0450837956741877,-0.0225418978370939,-0.000186646914091137,NA,NA
"RG","140052","A","gfi","total",-0.155764630963528,-0.0778823154817641,-0.000534472294746656,NA,NA
"RG","140052","A","vbe","ag",0.00122851270513032,0.000614256352565158,5.65238695630454e-06,NA,NA
"RG","140052","A","vbe","bg",0,0,0,NA,NA
"RG","140052","A","vbe","total",0.00122851270513032,0.000614256352565158,5.65238695630454e-06,NA,NA
"RG","140052","all","all","ag",-0.109879336943601,-0.0549396684718001,-0.000344759419674043,-1268.17132319751,-1
"RG","140052","all","all","bg",-0.0450837956741877,-0.0225418978370939,-0.000186646914091137,-1268.17132319751,-1
"RG","140052","all","all","total",-0.154963132617789,-0.0774815663088938,-0.00053140633376518,-1268.17132319751,-1
"RG","140052","all","gfi","ag",-0.11068083528934,-0.0553404176446699,-0.000347825380655518,NA,NA
"RG","140052","all","gfi","bg",-0.0450837956741877,-0.0225418978370939,-0.000186646914091137,NA,NA
"RG","140052","all","gfi","total",-0.155764630963528,-0.0778823154817641,-0.000534472294746656,NA,NA
"RG","140052","all","vbe","ag",0.00122851270513032,0.000614256352565158,5.65238695630454e-06,NA,NA
"RG","140052","all","vbe","bg",0,0,0,NA,NA
"RG","140052","all","vbe","total",0.00122851270513032,0.000614256352565158,5.65238695630454e-06,NA,NA
"RG","140053","A","all","ag",4.38702995597795,2.19351497798898,0.0196019872119976,-616.677523205999,NA
"RG","140053","A","all","bg",0.716659795881826,0.358329897940913,0.00296697079554231,-616.677523205999,NA
"RG","140053","A","all","fwb",3.94945208647273,1.97472604323636,0.0194616556419041,NA,NA
"RG","140053","A","all","ndl",0.405237722523013,0.202618861261507,0,NA,NA
"RG","140053","A","all","total",5.10368975185979,2.5518448759299,0.02256895800754,-616.677523205999,NA
"RG","140053","A","gfi","ag",2.1813880968803,1.09069404844014,0.00771382690367246,NA,NA
"RG","140053","A","gfi","bg",0.716658917015421,0.358329458507711,0.00296696791644384,NA,NA
"RG","140053","A","gfi","fwb",1.74764215524037,0.873821077620187,0.00759000988020895,NA,NA
"RG","140053","A","gfi","ndl",0.405236380630593,0.202618190315297,0,NA,NA
