bund_nr,lfd_nr,zwiesel,baumkennzahl,bart,alter,alter_methode,d_mess,bhd_hoehe,hoehe,kransatz,azi,hori,kraft,schi
140020,112,,-9,gki,31,1,94,130,-9,-9,269,240,2,1
140020,113,,-9,gki,31,1,154,130,-9,-9,300,552,2,1
140020,114,,-9,gki,31,1,121,130,-9,-9,310,954,2,1
140021,1,,-9,gki,72,1,386,130,268,172,183,129,1,1
140021,2,,-9,gki,72,1,272,130,256,181,161,786,2,1
140021,3,,-9,gki,72,1,157,130,172,117,173,828,4,1
140021,4,,-9,gki,72,1,394,130,-9,-9,165,1482,1,1
140021,5,,-9,gki,72,1,406,130,245,135,193,1225,2,1
140021,6,,-9,gfi,41,1,150,130,117,25,218,1049,-9,2
140021,7,,-9,gfi,41,1,178,130,137,27,226,997,-9,2
140021,8,,-9,gki,72,1,345,130,-9,-9,232,1143,2,1
140021,9,,-9,gki,72,1,452,130,254,131,269,1695,2,1
140021,10,,-9,sbi,72,1,338,130,258,118,251,972,2,1
140021,11,,-9,gfi,41,1,173,130,122,51,262,697,-9,2
140021,12,,-9,gki,72,1,372,130,-9,-9,182,822,2,1
140021,13,,-9,vbe,30,1,72,130,78,29,298,252,-9,2
140021,14,,-9,gki,72,1,344,130,265,187,323,555,1,1
140021,15,,-9,gki,72,1,463,130,-9,-9,301,1700,1,1
140021,16,,-9,gki,72,1,354,130,-9,-9,321,1416,2,1
140021,17,,-9,gki,72,1,367,130,-9,-9,342,1015,2,1
140021,18,,-9,gki,72,1,339,130,-9,-9,356,1406,2,1
140021,19,,-9,gki,72,1,425,130,-9,-9,373,1461,1,1
140021,20,,-9,rbu,41,1,234,130,146,21,379,939,-9,2
140021,21,,-9,gki,72,1,399,130,-9,-9,13,1411,2,1
140021,22,,-9,gki,72,1,319,130,-9,-9,46,1338,2,1
140021,23,,-9,gki,72,1,312,130,-9,-9,68,1694,2,1
140021,24,,-9,gki,72,1,288,130,-9,-9,59,704,3,1
140021,25,,-9,gki,72,1,330,130,-9,-9,99,438,2,1
140022,1,,-9,sei,57,1,233,130,-9,-9,13,342,2,1
140022,2,,-9,sei,35,1,94,130,77,53,26,361,-9,2
140022,3,,-9,vbe,35,1,119,130,97,45,58,797,-9,2
140022,4,,-9,sbi,59,1,343,130,-9,-9,65,1040,2,1
140022,5,,-9,sbi,59,1,318,130,227,134,71,874,2,1
140022,6,,-9,as,59,1,378,130,232,120,92,1439,1,1
140022,7,,-9,sbi,59,1,216,130,-9,-9,100,1215,3,1
140022,8,,-9,sbi,59,1,214,130,-9,-9,94,933,3,1
140022,9,,-9,sei,57,1,187,130,203,74,93,408,3,1
140022,10,,-9,sbi,59,1,325,130,-9,-9,93,124,2,1
140022,11,,-9,sbi,59,1,132,130,135,102,109,548,4,1
140022,12,,-9,sbi,59,1,181,130,221,155,114,597,2,1
140022,13,,-9,sbi,59,1,263,130,-9,-9,124,1156,3,1
140022,14,,-9,sbi,59,1,219,130,-9,-9,145,1085,2,1
140022,15,,-9,sbi,59,1,203,130,-9,-9,150,1234,3,1
140022,16,,-9,sbi,59,1,260,130,-9,-9,162,1080,2,1
140022,17,,-9,sei,57,1,236,130,202,121,171,1071,3,1
140022,18,,-9,sbi,59,1,282,130,224,117,180,444,2,1
140022,19,,-9,vbe,25,1,72,130,85,45,201,231,-9,2
140022,20,,-9,sbi,59,1,226,130,198,119,208,383,3,1
140022,21,,-9,sbi,59,1,289,130,-9,-9,228,1005,2,1
140022,22,,-9,vbe,35,1,138,130,107,54,236,960,-9,2
140022,23,,-9,sbi,59,1,289,130,-9,-9,268,792,2,1
140022,24,,-9,sbi,59,1,262,130,-9,-9,273,1144,2,1
140022,25,,-9,sbi,59,1,230,130,-9,-9,281,1109,3,1
140022,26,,-9,sbi,59,1,328,130,-9,-9,283,1675,2,1
140022,27,,-9,vbe,35,1,111,130,80,55,294,809,-9,2
140022,28,,-9,sei,57,1,144,130,119,72,280,265,4,1
140022,29,,-9,sei,57,1,135,130,-9,-9,312,542,4,1
140022,30,,-9,sbi,59,1,344,130,-9,-9,313,616,2,1
140022,31,,-9,sbi,59,1,293,130,-9,-9,314,1203,2,1
140022,32,,-9,sei,57,1,279,130,188,79,338,1010,2,1
140022,33,,-9,sbi,59,1,366,130,198,114,349,1499,2,1
140022,34,,-9,sei,57,1,195,130,-9,-9,371,1142,4,1
140022,35,,-9,sbi,59,1,198,130,-9,-9,361,659,3,1
140022,36,,-9,sbi,59,1,246,130,-9,-9,377,728,2,1
140022,37,,-9,sbi,59,1,261,130,-9,-9,381,842,2,1
140022,38,,-9,vbe,35,1,86,130,84,47,393,339,-9,2
140022,39,,-9,sbi,59,1,331,150,-9,-9,27,1084,2,1
140023,1,,-9,ei,116,5,362,130,221,115,120,590,2,1
140023,2,,-9,hbu,36,5,220,130,-9,-9,123,1205,4,1
140023,3,,-9,sah,86,5,230,130,223,132,136,1212,3,1
140023,4,,-9,hbu,46,5,127,130,137,61,151,513,4,1
140023,5,,-9,ei,116,5,496,130,240,123,180,402,1,1
140023,6,,-9,hbu,116,5,320,130,215,62,194,869,3,1
140023,7,,-9,hbu,116,5,391,130,256,112,202,1451,1,1
140023,8,,-9,hbu,116,5,465,130,259,90,229,1168,1,1
140023,9,,-9,bah,96,5,449,130,272,146,241,1665,1,1
140023,10,,-9,hbu,116,5,303,130,-9,-9,273,1096,3,1
140023,11,,-9,hbu,116,5,326,130,-9,-9,257,819,2,1
140023,12,,-9,ei,96,5,210,130,184,132,230,585,3,1
140023,13,,-9,hbu,116,5,208,130,185,63,273,205,3,1
140023,14,,-9,ei,116,5,342,130,210,82,283,350,2,1
140023,15,,-9,sah,46,5,144,130,147,62,314,1186,4,1
140023,16,,-9,ges,96,5,401,130,226,110,316,1314,2,1
140023,17,,-9,ei,116,5,383,130,-9,-9,399,690,2,1
140023,18,,-9,ei,116,5,479,130,-9,-9,28,482,1,1
140023,19,,-9,rka,96,5,191,130,133,67,44,817,4,1
140023,20,,-9,rka,96,5,232,130,143,82,45,812,4,1
140023,21,,-9,ei,116,5,297,130,180,102,41,1046,3,1
140023,22,,-9,ei,116,5,317,130,-9,-9,14,1235,3,1
140023,23,,-9,ei,116,5,277,130,-9,-9,36,1148,3,1
140023,25,,-9,rka,161,5,840,100,177,56,34,1873,3,1
140023,26,,-9,rka,116,5,399,130,153,78,48,1669,4,1
140023,27,,-9,hbu,116,5,294,130,211,85,98,936,2,1
140024,1,,-9,gki,45,1,207,130,195,133,203,138,2,1
140024,2,,-9,gki,45,1,207,130,-9,-9,253,250,2,1
140024,3,,-9,gki,45,1,186,130,188,144,224,808,2,1
140024,4,,-9,gki,45,1,223,130,-9,-9,209,1070,2,1
140024,5,,-9,gki,45,1,220,130,-9,-9,232,899,2,1
140024,6,,-9,gki,45,1,174,150,-9,-9,242,1253,3,1
140024,7,,-9,gki,45,1,235,130,-9,-9,261,1081,2,1
140024,8,,-9,gki,45,1,198,130,-9,-9,246,743,3,1
140024,9,,-9,gki,45,1,247,130,-9,-9,268,595,2,1
140024,10,,-9,gki,45,1,282,130,-9,-9,276,1211,2,1
140024,11,,-9,tei,45,1,110,130,82,41,280,1120,4,1
140024,12,,-9,gki,45,1,273,130,185,125,284,1199,2,1
140024,13,,-9,gki,45,1,209,130,-9,-9,292,980,3,1
140024,14,,-9,gki,45,1,171,130,-9,-9,332,302,3,1
140024,15,,-9,gki,45,1,182,130,-9,-9,374,400,2,1
140024,16,,-9,gki,45,1,179,130,-9,-9,346,525,3,1
140024,17,,-9,gki,45,1,174,130,-9,-9,360,593,2,1
140024,18,,-9,gki,45,1,206,130,-9,-9,318,1040,2,1
140024,19,,-9,gki,45,1,332,130,182,89,313,1232,2,1
140024,20,,-9,gki,45,1,195,130,-9,-9,328,1045,2,1
140024,21,,-9,gki,45,1,307,130,-9,-9,334,1268,2,1
140024,22,,-9,gki,45,1,239,130,-9,-9,344,1022,2,1
140024,23,,-9,gki,45,1,218,130,-9,-9,354,1120,2,1
140024,24,,-9,gki,45,1,353,130,199,39,344,1537,2,1
140024,25,,-9,gki,45,1,144,130,164,129,386,1129,4,1
140024,26,,-9,gki,45,1,275,130,-9,-9,394,1120,2,1
140024,27,,-9,gki,45,1,178,130,-9,-9,393,749,3,1
140024,28,,-9,gki,45,1,199,130,-9,-9,397,517,2,1
140024,29,,-9,gki,45,1,184,130,-9,-9,28,618,3,1
140024,30,,-9,gki,45,1,145,130,-9,-9,41,540,3,1
140024,31,,-9,gki,45,1,216,130,-9,-9,10,947,2,1
140024,32,,-9,gki,45,1,239,130,-9,-9,32,1077,2,1
140024,33,,-9,gki,45,1,227,130,-9,-9,51,1147,2,1
140024,34,,-9,gki,45,1,209,130,-9,-9,72,1110,2,1
140024,35,,-9,gki,45,1,204,130,-9,-9,65,896,2,1
140024,36,,-9,gki,45,1,217,130,-9,-9,84,1202,2,1
140024,37,,-9,gki,45,1,181,130,-9,-9,54,305,3,1
140024,38,,-9,gki,45,1,166,130,-9,-9,67,416,2,1
140024,39,,-9,gki,45,1,250,130,-9,-9,92,544,2,1
140024,40,,-9,gki,45,1,214,130,-9,-9,116,526,2,1
140024,41,,-9,gki,45,1,220,130,-9,-9,137,506,2,1
140024,42,,-9,gki,45,1,162,130,-9,-9,119,788,3,1
140024,43,,-9,gki,45,1,200,130,-9,-9,114,1031,2,1
140024,44,,-9,gki,45,1,170,130,-9,-9,102,1184,2,1
140024,45,,-9,gki,45,1,190,130,-9,-9,125,1122,3,1
140024,46,,-9,gki,45,1,204,150,-9,-9,134,1214,2,1
140024,47,,-9,gki,45,1,252,130,-9,-9,137,844,2,1
140024,48,,-9,gki,45,1,165,130,-9,-9,156,850,3,1
140024,49,,-9,gki,45,1,129,130,-9,-9,161,1104,4,1
140024,50,,-9,gki,45,1,182,130,-9,-9,166,1141,2,1
140024,51,,-9,gki,45,1,183,130,-9,-9,171,928,2,1
140024,52,,-9,gki,45,1,241,130,-9,-9,186,1053,2,1
140024,53,,-9,gki,45,1,235,130,-9,-9,183,529,2,1
140024,54,,-9,gki,45,1,215,130,-9,-9,174,297,2,1
140025,1,,-9,sbi,56,1,125,130,170,118,114,182,3,1
140025,2,,-9,gki,56,1,175,130,-9,-9,72,1202,3,1
140025,3,,-9,gki,56,1,116,130,-9,-9,80,1174,4,1
140025,4,,-9,gki,56,1,131,130,-9,-9,83,1162,4,1
140025,5,,-9,gki,56,1,230,130,-9,-9,86,1172,2,1
140025,6,,-9,gki,56,1,217,130,-9,-9,96,1175,2,1
140025,7,,-9,gki,56,1,237,130,-9,-9,109,1218,2,1
140025,8,,-9,gki,56,1,160,130,-9,-9,122,1113,3,1
140025,9,,-9,gki,56,1,202,130,-9,-9,103,823,2,1
140025,10,,-9,gki,56,1,178,130,-9,-9,114,853,2,1
140025,11,,-9,gki,56,1,235,130,-9,-9,115,635,2,1
140025,12,,-9,gki,56,1,103,130,-9,-9,134,767,4,1
140025,13,,-9,gki,56,1,209,130,-9,-9,134,998,2,1
140025,14,,-9,gki,56,1,231,130,-9,-9,151,1021,2,1
140025,15,,-9,gki,56,1,245,130,-9,-9,165,1039,2,1
140025,16,,-9,gki,56,1,231,130,-9,-9,198,1081,2,1
140025,17,,-9,gki,56,1,222,130,-9,-9,209,1221,2,1
140025,18,,-9,gki,56,1,266,130,-9,-9,191,695,1,1
140025,19,,-9,gki,56,1,171,130,190,143,190,409,3,1
140025,20,,-9,sbi,56,1,95,130,137,103,221,218,4,1
140025,21,,-9,sbi,56,1,105,130,143,39,221,372,4,1
140025,22,,-9,gki,56,1,176,130,-9,-9,220,658,3,1
140025,23,,-9,gki,56,1,161,130,-9,-9,228,1049,2,1
140025,24,,-9,gki,56,1,126,130,-9,-9,229,999,3,1
140025,25,,-9,gki,56,1,123,130,-9,-9,251,1230,4,1
140025,26,,-9,gki,56,1,110,130,142,113,254,1178,4,1
140025,27,,-9,gki,56,1,253,130,-9,-9,249,1044,2,1
140025,28,,-9,gki,56,1,235,130,-9,-9,266,1070,2,1
140025,29,,-9,gki,56,1,108,130,-9,-9,268,867,4,1
140025,30,,-9,gki,56,1,229,130,-9,-9,268,698,3,1
140025,31,,-9,gki,56,1,245,130,-9,-9,251,576,2,1
140025,32,,-9,gki,56,1,167,130,-9,-9,291,301,3,1
140025,33,,-9,gki,56,1,200,130,-9,-9,279,827,2,1
140025,34,,-9,gki,56,1,156,130,-9,-9,288,1022,3,1
140025,35,,-9,gki,56,1,324,130,-9,-9,317,1469,1,1
140025,36,,-9,gki,56,1,251,130,-9,-9,308,1052,2,1
140025,37,,-9,gki,56,1,238,130,-9,-9,323,922,2,1
140025,38,,-9,gki,56,1,259,130,208,122,342,1176,2,1
140025,39,,-9,gki,56,1,149,130,-9,-9,353,1142,4,1
140025,40,,-9,gki,56,1,141,130,-9,-9,350,1046,4,1
140025,41,,-9,gki,56,1,336,130,216,142,349,808,1,1
140025,42,,-9,gki,56,1,124,130,-9,-9,365,789,4,1
140025,43,,-9,gki,56,1,237,130,218,145,335,430,2,1
140025,44,,-9,gki,56,1,230,130,-9,-9,357,291,2,1
140025,45,,-9,gki,56,1,231,130,-9,-9,400,415,2,1
140025,46,,-9,gki,56,1,253,130,-9,-9,377,601,2,1
140025,47,,-9,gki,56,1,238,130,-9,-9,382,904,3,1
140025,48,,-9,gki,56,1,275,130,-9,-9,395,1091,2,1
140025,49,,-9,gki,56,1,190,130,-9,-9,50,1206,3,1
140026,1,,-9,rbu,108,1,605,130,237,35,152,939,1,1
140026,2,,-9,rbu,83,1,302,130,213,85,156,1706,3,1
140026,3,,-9,tei,108,1,479,130,226,76,181,1708,1,1
140026,4,,-9,tei,108,1,429,130,264,66,195,556,2,1
140026,5,,-9,tei,108,1,309,130,-9,-9,216,1570,3,1
140026,6,,-9,tei,108,1,304,130,-9,-9,231,1611,3,1
140026,7,,-9,rbu,108,1,465,130,275,141,243,1078,2,1
140026,8,,-9,rbu,108,1,432,130,215,85,244,1049,2,1
140026,9,,-9,rbu,36,5,70,130,72,24,225,424,-9,2
140026,10,,-9,rbu,83,1,199,130,128,33,263,428,4,1
140026,11,,-9,tei,83,1,180,130,-9,-9,274,766,4,1
140026,12,,-9,tei,83,1,124,130,-9,-9,280,1180,4,1
140026,13,,-9,ges,83,1,392,130,302,165,305,1556,2,1
140026,14,,-9,sbi,83,1,221,130,217,128,308,866,3,1
140026,15,,-9,hbu,108,1,381,200,226,42,330,1534,3,1
140026,16,,-9,tei,83,1,196,130,205,155,330,495,3,1
140026,17,,-9,hbu,83,1,144,130,112,30,341,202,-9,2
140026,18,,-9,hbu,108,1,354,130,253,119,348,1316,2,1
140026,19,,-9,hbu,83,1,109,130,141,94,354,1140,4,1
140026,20,,-9,hbu,108,1,406,200,-9,-9,365,1616,2,1
140026,21,,-9,tei,108,1,315,130,269,132,369,1575,2,1
140026,22,,-9,hbu,83,1,188,130,156,82,378,670,3,1
140026,23,,-9,sbi,83,1,409,130,293,172,383,1569,2,1
140026,24,,-9,tei,83,1,101,130,108,90,394,1046,-9,2
140026,25,,-9,sbi,83,1,114,130,127,114,6,1073,4,1
140026,26,,-9,rbu,108,1,365,130,208,69,26,1261,1,1
140026,27,,-9,rbu,83,1,147,130,139,51,25,1235,4,1
140026,28,,-9,tei,83,1,171,130,-9,-9,30,690,3,1
140026,29,,-9,sbi,83,1,246,130,-9,-9,24,572,3,1
140026,30,,-9,rbu,36,5,85,130,-9,-9,39,308,4,1
140026,31,,-9,sbi,83,1,322,130,206,105,57,308,2,1
140026,32,,-9,rbu,83,1,274,130,223,127,42,1043,2,1
140026,33,,-9,sbi,83,1,177,130,193,156,53,1132,3,1
140026,34,,-9,tei,83,1,236,130,204,109,75,520,2,1
140026,35,,-9,tei,83,1,184,130,-9,-9,71,1154,3,1
140026,36,,-9,tei,108,1,411,130,209,78,77,1650,1,1
140026,37,,-9,tei,83,1,186,130,-9,-9,100,870,3,1
140026,38,,-9,hbu,108,1,380,130,-9,-9,291,1755,2,1
140026,39,,-9,hbu,83,1,164,130,-9,-9,281,1262,4,1
140026,40,,-9,hbu,83,1,226,130,180,135,331,1223,3,1
140026,41,,-9,tei,83,1,137,130,-9,-9,338,1215,4,1
140027,1,,-9,gfi,64,1,154,130,179,116,93,969,4,1
140027,2,,-9,gfi,64,1,289,130,-9,-9,88,1160,2,1
140027,3,,-9,gfi,64,1,377,130,-9,-9,103,1545,1,1
140027,4,,-9,gfi,64,1,305,130,-9,-9,144,1755,2,1
140027,5,,-9,gfi,64,1,280,130,-9,-9,114,1047,2,1
140027,6,,-9,gfi,64,1,258,130,241,131,115,815,2,1
140027,7,,-9,gfi,64,1,268,130,-9,-9,140,1094,2,1
140027,8,,-9,gfi,64,1,347,130,-9,-9,154,1067,1,1
140027,9,,-9,gfi,64,1,336,130,275,147,153,153,2,1
140027,10,,-9,gfi,64,1,272,130,-9,-9,176,862,2,1
140027,11,,-9,gfi,64,1,320,130,-9,-9,195,1667,2,1
140027,12,,-9,gfi,64,1,348,130,-9,-9,207,1662,2,1
140027,13,,-9,gfi,64,1,419,130,276,143,189,1122,2,1
140027,14,,-9,gfi,64,1,202,130,225,137,207,952,3,1
140027,15,,-9,gfi,64,1,310,130,-9,-9,224,1243,2,1
140027,16,,-9,gfi,64,1,307,130,-9,-9,237,1580,2,1
140027,17,,-9,gfi,64,1,260,130,-9,-9,238,1194,2,1
140027,18,,-9,gfi,64,1,216,130,-9,-9,230,976,2,1
140027,19,,-9,gfi,64,1,268,130,-9,-9,247,468,4,1
140027,20,,-9,gfi,64,1,219,130,-9,-9,260,536,2,1
140027,21,,-9,gfi,64,1,328,130,-9,-9,269,1022,2,1
140027,22,,-9,gfi,64,1,323,130,-9,-9,268,1454,2,1
140027,23,,-9,gfi,64,1,356,130,279,151,290,1175,1,1
140027,24,,-9,gfi,64,1,241,130,-9,-9,314,908,3,1
140027,25,,-9,gfi,64,1,196,130,-9,-9,308,318,3,1
140027,26,,-9,gfi,64,1,336,130,-9,-9,362,375,2,1
140027,27,,-9,gfi,64,1,381,130,-9,-9,343,857,2,1
140027,28,,-9,gfi,64,1,184,130,-9,-9,332,1027,3,1
140027,29,,-9,gfi,64,1,303,130,-9,-9,324,1525,2,1
140027,30,,-9,gfi,64,1,148,130,165,119,367,882,4,1
140027,31,,-9,gfi,64,1,278,130,-9,-9,361,1137,2,1
140027,32,,-9,gfi,64,1,162,130,-9,-9,381,1188,4,1
140027,33,,-9,gfi,64,1,279,130,-9,-9,387,1138,2,1
140027,34,,-9,gfi,64,1,309,130,-9,-9,393,687,2,1
140027,35,,-9,gfi,64,1,163,130,-9,-9,9,389,4,1
140027,36,,-9,gfi,64,1,254,130,-9,-9,41,367,3,1
140027,37,,-9,gfi,64,1,345,130,-9,-9,19,1270,2,1
140027,38,,-9,gfi,64,1,342,130,-9,-9,38,1094,2,1
140027,39,,-9,gfi,64,1,176,130,-9,-9,56,887,4,1
140027,40,,-9,ela,64,1,395,130,292,173,70,839,1,1
140027,41,,-9,gfi,64,1,352,130,-9,-9,73,1281,2,1
140028,1,,-9,ela,56,1,278,130,-9,-9,53,432,2,1
140028,2,,-9,ela,71,1,301,130,-9,-9,39,970,2,1
140028,3,,-9,ela,56,1,127,130,-9,-9,49,1173,4,1
140028,4,,-9,ela,71,1,343,130,274,157,61,1408,2,1
140028,5,,-9,ela,161,5,812,130,338,166,85,1952,1,1
140028,6,,-9,ela,56,1,223,130,-9,-9,96,776,3,1
140028,7,,-9,ela,56,1,274,130,-9,-9,103,460,2,1
140028,8,,-9,ela,56,1,279,130,242,171,131,819,2,1
140028,9,,-9,ela,56,1,230,130,-9,-9,152,1002,2,1
140028,10,,-9,ela,56,1,189,130,-9,-9,163,721,3,1
140028,11,,-9,ela,56,1,321,130,-9,-9,178,983,2,1
140028,12,,-9,ela,56,1,123,130,-9,-9,193,1132,4,1
140028,13,,-9,ela,56,1,277,130,-9,-9,195,367,2,1
140028,14,,-9,ela,56,1,139,130,-9,-9,222,791,4,1
140028,15,,-9,ela,56,1,121,130,-9,-9,229,887,4,1
140028,16,,-9,ela,56,1,275,130,-9,-9,236,951,2,1
140028,17,,-9,ela,56,1,115,130,-9,-9,244,1025,4,1
140028,18,,-9,ela,56,1,108,130,-9,-9,249,1149,4,1
140028,20,,-9,gfi,56,1,193,130,146,80,249,654,4,1
140028,21,,-9,ela,56,1,234,130,208,143,265,1260,3,1
140028,22,,-9,ela,56,1,221,130,-9,-9,276,855,3,1
140028,23,,-9,ela,56,1,251,130,-9,-9,296,1245,3,1
140028,24,,-9,ela,56,1,214,130,-9,-9,315,1114,3,1
140028,25,,-9,ela,56,1,251,130,-9,-9,319,924,2,1
140028,26,,-9,ela,56,1,165,130,-9,-9,305,879,4,1
140028,27,,-9,ela,56,1,195,130,197,164,344,674,4,1
140028,28,,-9,ela,71,1,361,130,274,184,328,329,2,1
140028,29,,-9,ela,56,1,142,130,190,166,372,604,4,1
140028,30,,-9,ela,161,5,574,130,294,185,356,1149,1,1
140028,31,,-9,ela,71,1,384,130,-9,-9,387,1528,2,1
140028,32,,-9,ela,71,1,355,130,-9,-9,20,1317,2,1
140028,33,,-9,ela,56,1,162,130,-9,-9,15,1182,4,1
140028,34,,-9,ela,71,1,339,130,-9,-9,168,1778,2,1
140029,1,,-9,gfi,71,1,249,130,172,64,278,288,3,1
140029,2,,-9,gfi,41,2,169,130,-9,-9,293,726,4,1
140029,3,,-9,gfi,71,1,412,130,-9,-9,287,1481,2,1
140029,4,,-9,gfi,71,1,331,130,-9,-9,302,1775,2,1
140029,5,,-9,gfi,71,1,403,130,254,60,317,1544,2,1
140029,6,,-9,gfi,71,1,437,130,-9,-9,329,1401,2,1
140029,7,,-9,gfi,71,1,350,130,-9,-9,321,1073,2,1
140029,8,,-9,gfi,71,1,264,130,-9,-9,330,683,3,1
140029,9,,-9,gfi,71,1,445,130,-9,-9,366,1715,2,1
140029,10,,-9,gfi,71,1,318,130,-9,-9,364,1029,2,1
140029,11,,-9,sbi,71,1,274,130,227,129,383,1094,3,1
140029,12,,-9,gfi,71,1,339,130,-9,-9,389,1505,2,1
140029,13,,-9,as,71,1,322,130,254,116,11,1618,2,1
140029,14,,-9,sbi,71,1,327,130,230,141,27,1573,2,1
140029,15,,-9,sbi,71,1,393,130,255,117,29,1273,2,1
140029,16,,-9,sbi,71,1,295,130,244,169,32,724,3,1
140029,17,,-9,gfi,71,1,492,130,270,99,23,349,1,1
140029,18,,-9,gfi,71,1,342,180,234,92,88,396,2,1
140029,19,,-9,rbu,71,1,347,130,240,75,80,810,2,1
140029,20,,-9,gfi,71,1,390,130,-9,-9,100,1687,2,1
140029,21,,-9,tei,71,1,303,130,229,108,100,1472,3,1
140029,22,,-9,gfi,71,1,465,130,-9,-9,132,1524,2,1
140029,23,,-9,gfi,71,1,368,130,-9,-9,131,1288,2,1
140029,24,,-9,gfi,71,1,345,130,263,74,142,1200,2,1
140029,25,,-9,gfi,71,1,334,130,-9,-9,142,945,2,1
140029,26,,-9,gfi,71,1,627,130,293,92,143,635,1,1
140029,27,,-9,gfi,71,1,278,130,231,62,172,892,3,1
140029,28,,-9,gfi,71,1,356,130,-9,-9,188,1515,2,1
140029,29,,-9,gfi,71,1,490,130,-9,-9,206,1685,2,1
140029,30,,-9,gfi,41,2,183,130,178,45,218,793,4,1
140029,31,,-9,tei,131,5,453,130,236,116,248,1132,2,1
140029,32,,-9,gfi,71,1,325,130,-9,-9,244,1634,2,1
140029,33,,-9,gfi,41,2,145,130,110,44,256,1118,4,1
140029,34,,-9,tei,131,5,528,130,251,130,276,917,2,1
140030,1,,-9,gki,38,1,218,130,-9,-9,278,266,2,1
140030,2,,-9,gki,38,1,256,130,145,62,291,141,2,1
140030,3,,-9,sbi,38,1,194,170,105,19,294,589,2,1
140030,4,,-9,sbi,38,1,155,130,106,68,308,656,3,1
140030,5,,-9,gki,38,1,198,130,101,31,292,1256,2,1
140030,6,,-9,gki,38,1,210,130,82,42,326,799,3,1
140030,7,,-9,sbi,38,1,113,130,103,61,329,623,2,1
140030,8,,-9,gki,38,1,179,130,-9,-9,372,592,2,1
140030,9,,-9,gki,38,1,186,130,-9,-9,390,761,2,1
140030,10,,-9,ela,38,1,120,130,90,40,344,1129,3,1
140030,11,,-9,gki,38,1,261,130,-9,-9,361,1125,1,1
140030,12,,-9,gki,38,1,304,130,144,46,24,1190,1,1
140030,13,,-9,gfi,38,1,153,130,113,30,14,622,3,1
140030,14,,-9,gfi,38,1,121,130,98,38,34,352,3,1
140030,15,,-9,gki,38,1,238,130,-9,-9,45,872,2,1
140030,16,,-9,gki,38,1,182,130,-9,-9,53,1199,3,1
140030,17,,-9,gki,38,1,175,130,-9,-9,74,1038,3,1
140030,18,,-9,gfi,38,1,164,130,-2,-9,92,1023,3,1
140030,19,,-9,gki,38,1,274,130,-9,-9,99,480,1,1
140030,20,,-9,gki,38,1,129,130,100,61,128,969,4,1
140030,21,,-9,gki,38,1,213,130,-9,-9,143,1135,2,1
140030,22,,-9,gki,38,1,225,130,-9,-9,149,1008,2,1
140030,23,,-9,gki,38,1,196,130,-9,-9,145,709,3,1
140030,24,,-9,gki,38,1,161,130,-9,-9,171,862,4,1
140030,25,,-9,sbi,38,1,100,130,100,50,189,766,2,1
140030,26,,-9,sbi,38,1,109,130,99,47,201,762,2,1
140030,27,,-9,gki,38,1,124,130,-9,-9,208,684,4,1
140030,28,,-9,gki,38,1,246,100,-9,-9,250,1120,4,1
140031,1,,-9,gfi,133,1,532,130,420,218,149,408,1,1
140031,2,,-9,gfi,133,1,296,130,335,228,161,681,3,1
140031,3,,-9,gfi,133,1,319,130,-9,-9,146,1392,3,1
140031,4,,-9,gfi,133,1,326,130,321,188,158,1560,3,1
140031,5,,-9,gki,133,1,392,130,337,272,165,1419,2,1
140031,6,,-9,gfi,133,1,399,130,311,183,191,1413,2,1
140031,7,,-9,gfi,133,1,412,130,-9,-9,257,310,2,1
140031,8,,-9,gfi,133,1,500,130,-9,-9,262,656,1,1
140031,9,,-9,gfi,133,1,345,150,-9,-9,239,1113,2,1
140031,10,,-9,gfi,133,1,327,130,-9,-9,228,1383,3,1
140031,11,,-9,gfi,133,1,327,130,-9,-9,252,1301,3,1
140031,12,,-9,gfi,133,1,480,130,374,230,268,1705,2,1
140031,13,,-9,gki,133,1,338,130,289,263,268,1271,3,1
140031,14,,-9,gfi,133,1,386,130,-9,-9,278,1732,2,1
140031,15,,-9,gfi,133,1,341,130,-9,-9,285,1112,3,1
140031,16,,-9,gfi,133,1,448,130,383,269,306,1670,2,1
140031,17,,-9,gfi,133,1,349,130,-9,-9,314,1168,3,1
140031,18,,-9,gfi,133,1,350,130,-9,-9,309,674,3,1
140031,19,,-9,gfi,133,1,405,130,-9,-9,338,671,2,1
140031,20,,-9,gfi,133,1,612,130,426,226,349,1114,1,1
140031,21,,-9,gfi,133,1,466,130,-9,-9,369,1212,2,1
140031,22,,-9,gfi,133,1,338,130,-9,-9,374,1535,3,1
140031,23,,-9,gfi,133,1,424,130,-9,-9,393,1293,2,1
140031,24,,-9,gfi,133,1,490,130,-9,-9,30,1414,1,1
140031,25,,-9,gfi,133,1,395,130,-9,-9,55,1451,3,1
140031,26,,-9,gfi,133,1,395,130,-9,-9,60,1276,3,1
140031,27,,-9,gfi,133,1,305,130,-9,-9,75,1537,2,1
140031,28,,-9,gfi,133,1,444,130,-9,-9,80,726,2,1
140031,29,,-9,gfi,133,1,393,130,-9,-9,97,1305,3,1
140031,30,,-9,gfi,133,1,422,130,-9,-9,109,1150,2,1
140031,31,,-9,gfi,133,1,463,130,-9,-9,128,1054,2,1
140031,32,,-9,gki,133,1,326,130,387,328,259,1764,3,1
140032,1,,-9,ela,55,1,460,130,-9,-9,152,1756,2,1
