bund_nr,labor,labornr,otprobe,utprobe
50079,200,000012810/033_36,30,60
50079,200,000012810/033_36,30,60
50079,200,000012810/032_35,10,30
50079,200,000012810/032_35,10,30
50079,200,000012810/032_35,10,30
50079,200,000012810/033_36,30,60
50079,200,000012810/033_36,30,60
50079,200,000012810/030_33,0,5
50079,200,000012810/030_33,0,5
50079,200,000012810/030_33,0,5
50079,200,000012810/033_36,30,60
50079,100,0812795,0,5
50079,200,000012810/031_34,5,10
50079,100,0812591,5,10
50079,100,0812591,5,10
50079,100,0812590,0,5
50079,100,0812795,0,5
50079,100,0812590,0,5
50079,100,0812798,40,65
50079,200,000012810/030_33,0,5
50079,100,0812799,65,75
50079,200,000012810/031_34,5,10
50079,100,0812799,65,75
50079,100,0812798,40,65
50079,100,0812798,40,65
50079,200,000012810/031_34,5,10
50079,200,000012810/033_36,30,60
50079,200,000012810/032_35,10,30
50079,200,000012810/030_33,0,5
50079,200,000012810/032_35,10,30
50079,200,000012810/032_35,10,30
50079,100,0812796,5,10
50079,200,000012810/032_35,10,30
50079,100,0812798,40,65
50079,100,0812799,65,75
50079,200,000012810/031_34,5,10
50079,100,0812798,40,65
50079,200,000012810/033_36,30,60
50079,200,000012810/033_36,30,60
50079,100,0812798,40,65
50079,200,000012810/030_33,0,5
50079,200,000012810/030_33,0,5
50079,200,000012810/030_33,0,5
50079,200,000012810/030_33,0,5
50079,100,0812591,5,10
50079,200,000012810/031_34,5,10
50079,200,000012810/031_34,5,10
50079,100,0812590,0,5
50079,200,000012810/031_34,5,10
50079,200,000012810/030_33,0,5
50079,200,000012810/030_33,0,5
50079,200,000012810/032_35,10,30
50079,200,000012810/030_33,0,5
50079,100,0812797,10,40
50079,200,000012810/033_36,30,60
50079,200,000012810/030_33,0,5
50079,100,0812797,10,40
50079,100,0812591,5,10
50079,100,0812798,40,65
50079,100,0812799,65,75
50079,200,000012810/031_34,5,10
50079,200,000012810/033_36,30,60
50079,100,0812797,10,40
50079,100,0812795,0,5
50079,200,000012810/030_33,0,5
50079,200,000012810/031_34,5,10
50079,200,000012810/030_33,0,5
50079,200,000012810/030_33,0,5
50079,200,000012810/030_33,0,5
50079,200,000012810/030_33,0,5
50079,100,0812795,0,5
50079,100,0812590,0,5
50079,100,0812590,0,5
50079,100,0812590,0,5
50079,100,0812590,0,5
50079,100,0812798,40,65
50079,200,000012810/031_34,5,10
50079,200,000012810/031_34,5,10
50079,200,000012810/031_34,5,10
50079,200,000012810/030_33,0,5
50079,100,0812591,5,10
50079,100,0812591,5,10
50079,100,0812591,5,10
50079,200,000012810/031_34,5,10
50079,200,000012810/031_34,5,10
50079,200,000012810/030_33,0,5
50079,200,000012810/030_33,0,5
50079,180,vTI50079_30_60,30,60
50079,100,0812798,40,65
50079,100,0812797,10,40
50079,200,000012810/031_34,5,10
50079,200,000012810/031_34,5,10
50079,200,000012810/031_34,5,10
50079,200,000012810/030_33,0,5
50079,200,000012810/033_36,30,60
50079,200,000012810/033_36,30,60
50079,100,0812799,65,75
50079,100,0812799,65,75
50079,100,0812799,65,75
50079,200,000012810/032_35,10,30
50079,200,000012810/030_33,0,5
50079,200,000012810/032_35,10,30
50079,200,000012810/030_33,0,5
50079,100,0812797,10,40
50079,100,0812798,40,65
50079,100,0812799,65,75
50079,200,000012810/033_36,30,60
50079,200,000012810/030_33,0,5
50079,100,0812591,5,10
50079,200,000012810/033_36,30,60
50079,180,vTI50079_5_10,5,10
50079,100,0812795,0,5
50079,100,0812797,10,40
50079,100,0812797,10,40
50079,200,000012810/033_36,30,60
50079,100,0812591,5,10
50079,100,0812795,0,5
50080,100,0812589,5,10
50080,100,0812793,10,45
50080,200,000012810/018_34,5,10
50080,100,0812588,0,5
50080,100,0812589,5,10
50080,180,vTI50080_5_10,5,10
50080,200,000012810/021_37,60,90
50080,200,000012810/019_35,10,30
50080,100,0812588,0,5
50080,100,0812588,0,5
50080,200,000012810/018_34,5,10
50080,200,000012810/021_37,60,90
50080,200,000012810/020_36,30,60
50080,200,000012810/020_36,30,60
50080,200,000012810/020_36,30,60
50080,200,000012810/018_34,5,10
50080,100,0812791,0,5
50080,100,0812792,5,10
50080,100,0812792,5,10
50080,100,0812589,5,10
50080,100,0812792,5,10
50080,100,0812588,0,5
50080,100,0812588,0,5
50080,100,0812588,0,5
50080,100,0812792,5,10
50080,100,0812589,5,10
50080,100,0812588,0,5
50080,180,vTI50080_10_30,10,30
50080,200,000012810/019_35,10,30
50080,200,000012810/020_36,30,60
50080,200,000012810/020_36,30,60
50080,180,vTI50080_30_60,30,60
50080,180,vTI50080_10_30,10,30
50080,180,vTI50080_30_60,30,60
50080,100,0812791,0,5
50080,100,0812791,0,5
50080,100,0812791,0,5
50080,200,000012810/017_33,0,5
50080,200,000012810/018_34,5,10
50080,200,000012810/018_34,5,10
50080,200,000012810/018_34,5,10
50080,100,0812791,0,5
50080,200,000012810/018_34,5,10
50080,100,0812588,0,5
50080,100,0812589,5,10
50080,200,000012810/021_37,60,90
50080,200,000012810/021_37,60,90
50080,200,000012810/021_37,60,90
50080,200,000012810/020_36,30,60
50080,200,000012810/021_37,60,90
50080,200,000012810/021_37,60,90
50080,200,000012810/018_34,5,10
50080,200,000012810/017_33,0,5
50080,200,000012810/018_34,5,10
50080,200,000012810/018_34,5,10
50080,100,0812793,10,45
50080,100,0812791,0,5
50080,100,0812791,0,5
50080,100,0812791,0,5
50080,200,000012810/021_37,60,90
50080,200,000012810/021_37,60,90
50080,200,000012810/021_37,60,90
50080,200,000012810/021_37,60,90
50080,200,000012810/018_34,5,10
50080,200,000012810/017_33,0,5
50080,200,000012810/019_35,10,30
50080,200,000012810/019_35,10,30
50080,200,000012810/020_36,30,60
50080,100,0812589,5,10
50080,200,000012810/021_37,60,90
50080,100,0812589,5,10
50080,200,000012810/021_37,60,90
50080,200,000012810/018_34,5,10
50080,200,000012810/021_37,60,90
50080,200,000012810/021_37,60,90
50080,200,000012810/018_34,5,10
50080,200,000012810/018_34,5,10
50080,100,0812589,5,10
50080,100,0812589,5,10
50080,100,0812792,5,10
50080,100,0812791,0,5
50080,200,000012810/019_35,10,30
50080,200,000012810/019_35,10,30
50080,180,vTI50080_0_5,0,5
50080,180,vTI50080_60_90,60,90
50080,200,000012810/018_34,5,10
50080,200,000012810/021_37,60,90
50080,200,000012810/020_36,30,60
50080,200,000012810/020_36,30,60
50080,200,000012810/017_33,0,5
50080,200,000012810/018_34,5,10
50080,200,000012810/018_34,5,10
50080,200,000012810/017_33,0,5
50080,200,000012810/017_33,0,5
50080,200,000012810/017_33,0,5
50080,200,000012810/017_33,0,5
50080,200,000012810/017_33,0,5
50080,100,0812791,0,5
50080,200,000012810/020_36,30,60
50080,100,0812794,45,90
50080,100,0812794,45,90
50080,100,0812794,45,90
50080,100,0812794,45,90
50080,200,000012810/020_36,30,60
50080,200,000012810/020_36,30,60
50080,200,000012810/020_36,30,60
50080,100,0812794,45,90
50080,200,000012810/020_36,30,60
50080,200,000012810/019_35,10,30
50080,100,0812794,45,90
50080,180,vTI50080_5_10,5,10
50080,100,0812588,0,5
50080,100,0812588,0,5
50080,100,0812589,5,10
50080,100,0812589,5,10
50080,100,0812794,45,90
50080,200,000012810/019_35,10,30
50080,200,000012810/019_35,10,30
50080,200,000012810/020_36,30,60
50080,200,000012810/020_36,30,60
50080,200,000012810/017_33,0,5
50080,200,000012810/017_33,0,5
50080,100,0812794,45,90
50080,100,0812794,45,90
50080,200,000012810/017_33,0,5
50080,200,000012810/020_36,30,60
50080,200,000012810/020_36,30,60
50080,200,000012810/020_36,30,60
50080,200,000012810/020_36,30,60
50080,200,000012810/019_35,10,30
50080,200,000012810/020_36,30,60
50080,200,000012810/017_33,0,5
50080,200,000012810/020_36,30,60
50080,200,000012810/018_34,5,10
50080,200,000012810/017_33,0,5
50080,200,000012810/017_33,0,5
50080,100,0812791,0,5
50080,100,0812794,45,90
50080,100,0812794,45,90
50080,100,0812794,45,90
50080,100,0812588,0,5
50080,100,0812589,5,10
50080,100,0812589,5,10
50080,100,0812793,10,45
50080,200,000012810/021_37,60,90
50080,200,000012810/017_33,0,5
50080,200,000012810/017_33,0,5
50080,200,000012810/018_34,5,10
50080,200,000012810/017_33,0,5
50080,200,000012810/017_33,0,5
50080,200,000012810/017_33,0,5
50080,200,000012810/017_33,0,5
50080,200,000012810/017_33,0,5
50080,200,000012810/017_33,0,5
50080,200,000012810/020_36,30,60
50080,100,0812792,5,10
50080,200,000012810/018_34,5,10
50080,200,000012810/018_34,5,10
50080,200,000012810/018_34,5,10
50080,200,000012810/017_33,0,5
50080,200,000012810/021_37,60,90
50080,200,000012810/021_37,60,90
50080,200,000012810/020_36,30,60
50080,200,000012810/017_33,0,5
50080,200,000012810/021_37,60,90
50080,200,000012810/021_37,60,90
50080,200,000012810/018_34,5,10
50080,100,0812792,5,10
50080,200,000012810/017_33,0,5
50080,200,000012810/017_33,0,5
50080,200,000012810/020_36,30,60
50080,100,0812792,5,10
50080,200,000012810/017_33,0,5
50080,200,000012810/017_33,0,5
50080,100,0812589,5,10
50080,100,0812588,0,5
50080,200,000012810/018_34,5,10
50080,100,0812792,5,10
50080,100,0812792,5,10
50080,100,0812793,10,45
50080,100,0812792,5,10
50080,200,000012810/019_35,10,30
50080,200,000012810/017_33,0,5
50080,200,000012810/017_33,0,5
50080,200,000012810/019_35,10,30
50080,200,000012810/019_35,10,30
50080,200,000012810/019_35,10,30
50080,100,0812589,5,10
50080,100,0812589,5,10
50080,200,000012810/018_34,5,10
50080,200,000012810/018_34,5,10
50080,200,000012810/017_33,0,5
50080,200,000012810/020_36,30,60
50080,200,000012810/018_34,5,10
50080,200,000012810/021_37,60,90
50080,200,000012810/021_37,60,90
50080,200,000012810/018_34,5,10
50080,200,000012810/021_37,60,90
50080,100,0812794,45,90
50080,100,0812791,0,5
50080,100,0812588,0,5
50080,100,0812588,0,5
50080,200,000012810/017_33,0,5
50080,200,000012810/018_34,5,10
50080,200,000012810/020_36,30,60
50080,200,000012810/020_36,30,60
50080,200,000012810/020_36,30,60
50080,200,000012810/020_36,30,60
50080,200,000012810/020_36,30,60
50080,100,0812794,45,90
50080,100,0812794,45,90
50080,100,0812794,45,90
50080,200,000012810/018_34,5,10
50080,200,000012810/018_34,5,10
50080,200,000012810/018_34,5,10
50080,200,000012810/021_37,60,90
50080,200,000012810/021_37,60,90
50080,100,0812793,10,45
50080,100,0812793,10,45
50080,100,0812791,0,5
50080,100,0812793,10,45
50080,100,0812791,0,5
50080,100,0812791,0,5
50080,100,0812793,10,45
50080,200,000012810/021_37,60,90
50080,100,0812792,5,10
50080,100,0812792,5,10
50080,100,0812792,5,10
50080,200,000012810/018_34,5,10
50080,200,000012810/019_35,10,30
50080,200,000012810/018_34,5,10
50080,200,000012810/018_34,5,10
50080,200,000012810/021_37,60,90
50080,200,000012810/021_37,60,90
50080,200,000012810/017_33,0,5
50080,200,000012810/017_33,0,5
50080,200,000012810/017_33,0,5
50080,100,0812588,0,5
50080,100,0812793,10,45
50080,100,0812793,10,45
50080,100,0812793,10,45
50080,200,000012810/017_33,0,5
50080,200,000012810/019_35,10,30
50080,200,000012810/021_37,60,90
50080,100,0812792,5,10
50080,200,000012810/021_37,60,90
50080,200,000012810/018_34,5,10
50080,200,000012810/021_37,60,90
50080,200,000012810/017_33,0,5
50080,100,0812792,5,10
50080,100,0812793,10,45
50080,100,0812793,10,45
50080,100,0812793,10,45
50080,200,000012810/019_35,10,30
50080,200,000012810/019_35,10,30
50080,200,000012810/018_34,5,10
50080,200,000012810/018_34,5,10
50080,200,000012810/018_34,5,10
50080,100,0812588,0,5
50080,200,000012810/017_33,0,5
50080,180,vTI50080_0_5,0,5
50080,180,vTI50080_60_90,60,90
50080,100,0812793,10,45
50080,100,0812793,10,45
50080,100,0812791,0,5
50080,200,000012810/020_36,30,60
50081,180,vTI50081_10_30,10,30
50081,200,000012810/010_33,0,5
50081,200,000012810/010_33,0,5
50081,200,000012810/012_35,10,30
50081,100,0812439,5,10
50081,180,vTI50081_60_90,60,90
50081,100,0812438,0,5
50081,200,000012810/012_35,10,30
50081,200,000012810/010_33,0,5
50081,200,000012810/013_36,30,60
50081,200,000012810/012_35,10,30
50081,200,000012810/012_35,10,30
50081,200,000012810/010_33,0,5
50081,200,000012810/011_34,5,10
50081,100,0812438,0,5
50081,100,0812439,5,10
50081,200,000012810/010_33,0,5
50081,200,000012810/013_36,30,60
50081,200,000012810/012_35,10,30
50081,200,000012810/011_34,5,10
50081,100,0812439,5,10
50081,100,0812439,5,10
50081,200,000012810/014_37,60,90
50081,200,000012810/013_36,30,60
50081,200,000012810/012_35,10,30
50081,200,000012810/010_33,0,5
50081,180,vTI50081_10_30,10,30
50081,200,000012810/010_33,0,5
50081,180,vTI50081_60_90,60,90
50081,200,000012810/013_36,30,60
50081,200,000012810/014_37,60,90
50081,200,000012810/010_33,0,5
50081,200,000012810/010_33,0,5
50081,200,000012810/014_37,60,90
50081,200,000012810/014_37,60,90
50081,200,000012810/011_34,5,10
50081,200,000012810/014_37,60,90
50081,200,000012810/012_35,10,30
50081,200,000012810/011_34,5,10
50081,200,000012810/011_34,5,10
50081,200,000012810/011_34,5,10
50081,200,000012810/011_34,5,10
50081,180,vTI50081_0_5,0,5
50081,200,000012810/011_34,5,10
50081,200,000012810/011_34,5,10
50081,200,000012810/011_34,5,10
50081,200,000012810/014_37,60,90
50081,200,000012810/014_37,60,90
50081,200,000012810/012_35,10,30
50081,180,vTI50081_30_60,30,60
50081,180,vTI50081_0_5,0,5
50081,200,000012810/011_34,5,10
50081,200,000012810/011_34,5,10
50081,200,000012810/011_34,5,10
50081,100,0812439,5,10
50081,100,0812439,5,10
50081,100,0812439,5,10
50081,100,0812439,5,10
50081,100,0812439,5,10
50081,200,000012810/011_34,5,10
50081,200,000012810/011_34,5,10
50081,200,000012810/011_34,5,10
50081,100,0812438,0,5
50081,200,000012810/014_37,60,90
50081,200,000012810/014_37,60,90
50081,200,000012810/014_37,60,90
50081,200,000012810/014_37,60,90
50081,200,000012810/011_34,5,10
50081,200,000012810/011_34,5,10
50081,100,0812439,5,10
50081,100,0812438,0,5
50081,200,000012810/010_33,0,5
50081,200,000012810/014_37,60,90
50081,200,000012810/013_36,30,60
50081,100,0812438,0,5
50081,200,000012810/014_37,60,90
50081,200,000012810/013_36,30,60
50081,100,0812438,0,5
50081,200,000012810/010_33,0,5
50081,100,0812439,5,10
50081,100,0812438,0,5
50081,200,000012810/011_34,5,10
50081,200,000012810/012_35,10,30
50081,200,000012810/011_34,5,10
50081,200,000012810/014_37,60,90
50081,200,000012810/014_37,60,90
50081,200,000012810/013_36,30,60
50081,200,000012810/010_33,0,5
50081,200,000012810/012_35,10,30
50081,200,000012810/012_35,10,30
50081,200,000012810/012_35,10,30
50081,200,000012810/014_37,60,90
50081,200,000012810/014_37,60,90
50081,200,000012810/013_36,30,60
50081,200,000012810/014_37,60,90
50081,200,000012810/014_37,60,90
50081,200,000012810/014_37,60,90
50081,200,000012810/010_33,0,5
50081,200,000012810/010_33,0,5
50081,200,000012810/011_34,5,10
50081,200,000012810/013_36,30,60
50081,200,000012810/014_37,60,90
50081,200,000012810/013_36,30,60
50081,200,000012810/014_37,60,90
50081,200,000012810/011_34,5,10
50081,200,000012810/011_34,5,10
50081,200,000012810/011_34,5,10
50081,200,000012810/010_33,0,5
50081,200,000012810/010_33,0,5
50081,200,000012810/010_33,0,5
50081,200,000012810/010_33,0,5
50081,200,000012810/010_33,0,5
50081,200,000012810/011_34,5,10
50081,200,000012810/011_34,5,10
50081,200,000012810/014_37,60,90
50081,200,000012810/011_34,5,10
50081,100,0812438,0,5
50081,100,0812439,5,10
50081,100,0812438,0,5
50081,200,000012810/011_34,5,10
50081,200,000012810/010_33,0,5
50081,200,000012810/011_34,5,10
50081,200,000012810/014_37,60,90
50081,200,000012810/011_34,5,10
50081,200,000012810/010_33,0,5
50081,200,000012810/011_34,5,10
50081,200,000012810/011_34,5,10
50081,200,000012810/010_33,0,5
50081,200,000012810/010_33,0,5
50081,100,0812438,0,5
50081,100,0812439,5,10
50081,200,000012810/014_37,60,90
50081,100,0812438,0,5
50081,100,0812438,0,5
50081,200,000012810/013_36,30,60
50081,200,000012810/011_34,5,10
50081,200,000012810/012_35,10,30
50081,200,000012810/012_35,10,30
50081,200,000012810/012_35,10,30
50081,200,000012810/011_34,5,10
50081,100,0812439,5,10
50081,200,000012810/013_36,30,60
50081,200,000012810/010_33,0,5
50081,200,000012810/010_33,0,5
50081,100,0812438,0,5
50081,200,000012810/014_37,60,90
50081,200,000012810/010_33,0,5
50081,180,vTI50081_30_60,30,60
50081,200,000012810/011_34,5,10
50081,100,0812438,0,5
50081,200,000012810/010_33,0,5
50081,200,000012810/010_33,0,5
50081,200,000012810/010_33,0,5
50081,200,000012810/010_33,0,5
50081,200,000012810/013_36,30,60
50081,200,000012810/011_34,5,10
50081,200,000012810/010_33,0,5
50081,200,000012810/012_35,10,30
50081,200,000012810/011_34,5,10
50081,200,000012810/010_33,0,5
50081,180,vTI50081_5_10,5,10
50081,200,000012810/010_33,0,5
50081,180,vTI50081_5_10,5,10
50081,100,0812438,0,5
50081,200,000012810/010_33,0,5
50081,200,000012810/010_33,0,5
50081,200,000012810/012_35,10,30
50081,200,000012810/014_37,60,90
50081,200,000012810/014_37,60,90
50081,100,0812439,5,10
50081,200,000012810/012_35,10,30
50081,200,000012810/013_36,30,60
50081,200,000012810/013_36,30,60
50081,200,000012810/013_36,30,60
50081,200,000012810/010_33,0,5
50081,200,000012810/011_34,5,10
50081,200,000012810/014_37,60,90
50081,200,000012810/014_37,60,90
50081,200,000012810/014_37,60,90
50081,200,000012810/013_36,30,60
50081,200,000012810/010_33,0,5
50081,100,0812439,5,10
50081,100,0812438,0,5
50081,200,000012810/013_36,30,60
50081,200,000012810/011_34,5,10
50081,200,000012810/010_33,0,5
50081,200,000012810/010_33,0,5
50081,200,000012810/014_37,60,90
50082,100,0812583,5,10
50082,200,000012807/020_37,60,90
50082,200,000012807/020_37,60,90
50082,200,000012807/019_36,30,60
50082,200,000012807/019_36,30,60
50082,200,000012807/019_36,30,60
50082,200,000012807/016_33,0,5
50082,200,000012807/017_34,5,10
50082,200,000012807/017_34,5,10
50082,200,000012807/016_33,0,5
50082,200,000012807/016_33,0,5
50082,100,0812582,0,5
50082,100,0812582,0,5
50082,100,0812582,0,5
50082,200,000012807/019_36,30,60
50082,200,000012807/019_36,30,60
50082,200,000012807/019_36,30,60
50082,200,000012807/019_36,30,60
50082,200,000012807/020_37,60,90
50082,200,000012807/020_37,60,90
50082,200,000012807/017_34,5,10
50082,200,000012807/017_34,5,10
50082,180,vTI50082_30_60,30,60
50082,180,vTI50082_60_90,60,90
50082,100,0812777,10,22
50082,100,0812777,10,22
50082,100,0812778,22,50
50082,100,0812778,22,50
50082,100,0812778,22,50
50082,100,0812779,50,90
50082,100,0812776,5,10
50082,100,0812583,5,10
50082,100,0812777,10,22
50082,100,0812776,5,10
50082,100,0812776,5,10
50082,200,000012807/020_37,60,90
50082,200,000012807/020_37,60,90
50082,200,000012807/017_34,5,10
50082,100,0812777,10,22
50082,100,0812779,50,90
50082,100,0812779,50,90
50082,200,000012807/017_34,5,10
50082,200,000012807/017_34,5,10
50082,100,0812582,0,5
50082,100,0812583,5,10
50082,100,0812583,5,10
50082,200,000012807/017_34,5,10
50082,200,000012807/017_34,5,10
50082,200,000012807/018_35,10,30
50082,200,000012807/016_33,0,5
50082,200,000012807/017_34,5,10
50082,200,000012807/017_34,5,10
50082,200,000012807/018_35,10,30
50082,200,000012807/017_34,5,10
50082,200,000012807/019_36,30,60
50082,200,000012807/020_37,60,90
50082,200,000012807/016_33,0,5
50082,200,000012807/017_34,5,10
50082,200,000012807/017_34,5,10
50082,200,000012807/019_36,30,60
50082,200,000012807/019_36,30,60
50082,200,000012807/018_35,10,30
50082,200,000012807/018_35,10,30
50082,200,000012807/016_33,0,5
50082,200,000012807/016_33,0,5
50082,200,000012807/019_36,30,60
50082,200,000012807/019_36,30,60
50082,200,000012807/017_34,5,10
50082,200,000012807/017_34,5,10
50082,200,000012807/016_33,0,5
50082,200,000012807/016_33,0,5
50082,200,000012807/016_33,0,5
50082,200,000012807/016_33,0,5
50082,200,000012807/017_34,5,10
50082,200,000012807/017_34,5,10
50082,180,vTI50082_30_60,30,60
50082,180,vTI50082_60_90,60,90
50082,100,0812779,50,90
50082,100,0812779,50,90
50082,100,0812778,22,50
50082,100,0812582,0,5
50082,100,0812583,5,10
50082,100,0812775,0,5
50082,100,0812775,0,5
50082,100,0812775,0,5
50082,100,0812775,0,5
50082,100,0812776,5,10
50082,180,vTI50082_5_10,5,10
50082,100,0812582,0,5
50082,100,0812583,5,10
50082,100,0812776,5,10
50082,200,000012807/020_37,60,90
50082,200,000012807/020_37,60,90
50082,100,0812777,10,22
50082,100,0812777,10,22
50082,100,0812778,22,50
50082,100,0812775,0,5
50082,100,0812775,0,5
50082,200,000012807/018_35,10,30
50082,200,000012807/017_34,5,10
50082,200,000012807/019_36,30,60
50082,100,0812779,50,90
50082,200,000012807/019_36,30,60
50082,200,000012807/018_35,10,30
50082,200,000012807/017_34,5,10
50082,200,000012807/017_34,5,10
50082,200,000012807/017_34,5,10
50082,200,000012807/017_34,5,10
50082,200,000012807/017_34,5,10
50082,180,vTI50082_10_30,10,30
50082,100,0812779,50,90
50082,100,0812775,0,5
50082,100,0812775,0,5
50082,200,000012807/016_33,0,5
50082,200,000012807/017_34,5,10
50082,200,000012807/016_33,0,5
50082,200,000012807/019_36,30,60
50082,100,0812775,0,5
50082,100,0812775,0,5
50082,100,0812775,0,5
50082,200,000012807/016_33,0,5
50082,100,0812582,0,5
50082,100,0812779,50,90
50082,100,0812779,50,90
50082,100,0812777,10,22
50082,100,0812777,10,22
50082,200,000012807/019_36,30,60
50082,200,000012807/017_34,5,10
50082,100,0812583,5,10
50082,100,0812776,5,10
50082,100,0812775,0,5
50082,100,0812775,0,5
50082,100,0812583,5,10
50082,100,0812582,0,5
50082,100,0812582,0,5
50082,200,000012807/018_35,10,30
50082,200,000012807/018_35,10,30
50082,100,0812776,5,10
50082,100,0812776,5,10
50082,100,0812779,50,90
50082,100,0812776,5,10
50082,200,000012807/020_37,60,90
50082,200,000012807/020_37,60,90
50082,200,000012807/020_37,60,90
50082,100,0812778,22,50
50082,100,0812778,22,50
50082,100,0812778,22,50
50082,100,0812778,22,50
50082,200,000012807/019_36,30,60
50082,200,000012807/017_34,5,10
50082,200,000012807/017_34,5,10
50082,180,vTI50082_0_5,0,5
50082,200,000012807/016_33,0,5
50082,200,000012807/016_33,0,5
50082,200,000012807/016_33,0,5
50082,100,0812779,50,90
50082,100,0812776,5,10
50082,100,0812583,5,10
50082,100,0812583,5,10
50082,100,0812775,0,5
50082,200,000012807/020_37,60,90
50082,100,0812779,50,90
50082,100,0812779,50,90
50082,100,0812777,10,22
50082,100,0812777,10,22
50082,100,0812777,10,22
50082,100,0812777,10,22
50082,100,0812776,5,10
50082,100,0812778,22,50
50082,100,0812778,22,50
50082,100,0812777,10,22
50082,200,000012807/020_37,60,90
50082,200,000012807/016_33,0,5
50082,200,000012807/016_33,0,5
50082,200,000012807/020_37,60,90
50082,200,000012807/020_37,60,90
50082,200,000012807/019_36,30,60
50082,200,000012807/019_36,30,60
50082,200,000012807/020_37,60,90
50082,100,0812582,0,5
50082,200,000012807/019_36,30,60
50082,200,000012807/019_36,30,60
50082,200,000012807/019_36,30,60
50082,200,000012807/020_37,60,90
50082,200,000012807/020_37,60,90
50082,200,000012807/020_37,60,90
50082,180,vTI50082_0_5,0,5
50082,100,0812777,10,22
50082,100,0812777,10,22
50082,100,0812777,10,22
50082,100,0812778,22,50
50082,100,0812778,22,50
50082,200,000012807/016_33,0,5
50082,100,0812778,22,50
50082,100,0812778,22,50
50082,100,0812776,5,10
50082,200,000012807/017_34,5,10
50082,200,000012807/016_33,0,5
50082,200,000012807/018_35,10,30
50082,200,000012807/017_34,5,10
50082,200,000012807/017_34,5,10
50082,200,000012807/017_34,5,10
50082,200,000012807/019_36,30,60
50082,200,000012807/019_36,30,60
50082,200,000012807/019_36,30,60
50082,200,000012807/018_35,10,30
50082,200,000012807/018_35,10,30
50082,200,000012807/020_37,60,90
50082,200,000012807/017_34,5,10
50082,200,000012807/019_36,30,60
50082,100,0812779,50,90
50082,100,0812779,50,90
50082,100,0812779,50,90
50082,100,0812583,5,10
50082,200,000012807/020_37,60,90
50082,200,000012807/016_33,0,5
50082,200,000012807/016_33,0,5
50082,200,000012807/016_33,0,5
50082,200,000012807/016_33,0,5
50082,200,000012807/016_33,0,5
50082,200,000012807/016_33,0,5
50082,200,000012807/017_34,5,10
50082,100,0812775,0,5
50082,180,vTI50082_5_10,5,10
50082,200,000012807/019_36,30,60
50082,100,0812776,5,10
50082,200,000012807/019_36,30,60
50082,200,000012807/018_35,10,30
50082,200,000012807/018_35,10,30
50082,200,000012807/018_35,10,30
50082,200,000012807/018_35,10,30
50082,200,000012807/019_36,30,60
50082,200,000012807/017_34,5,10
50082,200,000012807/017_34,5,10
50082,200,000012807/018_35,10,30
50082,200,000012807/017_34,5,10
50082,200,000012807/018_35,10,30
50082,100,0812583,5,10
50082,100,0812583,5,10
50082,100,0812582,0,5
50082,100,0812582,0,5
50082,200,000012807/018_35,10,30
50082,200,000012807/017_34,5,10
50082,100,0812582,0,5
50082,100,0812582,0,5
50082,100,0812582,0,5
50082,200,000012807/016_33,0,5
50082,200,000012807/020_37,60,90
50082,100,0812778,22,50
50082,100,0812776,5,10
50082,100,0812776,5,10
50082,180,vTI50082_10_30,10,30
50082,100,0812583,5,10
50082,100,0812776,5,10
50082,100,0812775,0,5
50082,200,000012807/020_37,60,90
50082,200,000012807/020_37,60,90
50082,200,000012807/020_37,60,90
50082,200,000012807/016_33,0,5
50082,200,000012807/016_33,0,5
50082,200,000012807/016_33,0,5
50082,200,000012807/020_37,60,90
50082,200,000012807/020_37,60,90
50082,200,000012807/020_37,60,90
50082,200,000012807/019_36,30,60
50082,200,000012807/019_36,30,60
50082,200,000012807/019_36,30,60
50082,100,0812583,5,10
50082,100,0812583,5,10
50082,100,0812582,0,5
50082,200,000012807/016_33,0,5
50082,200,000012807/016_33,0,5
50082,200,000012807/016_33,0,5
50082,200,000012807/016_33,0,5
50082,200,000012807/016_33,0,5
50082,200,000012807/020_37,60,90
50082,200,000012807/020_37,60,90
50082,200,000012807/020_37,60,90
50082,200,000012807/016_33,0,5
50082,200,000012807/017_34,5,10
50082,200,000012807/016_33,0,5
50082,200,000012807/016_33,0,5
50083,100,0812429,5,10
50083,200,000012807/023_33,0,5
50083,200,000012807/023_33,0,5
50083,200,000012807/024_34,5,10
50083,200,000012807/025_35,10,30
50083,100,0812429,5,10
50083,200,000012807/023_33,0,5
50083,200,000012807/023_33,0,5
50083,200,000012807/025_35,10,30
50083,200,000012807/023_33,0,5
50083,200,000012807/023_33,0,5
50083,200,000012807/025_35,10,30
50083,200,000012807/026_36,30,60
50083,200,000012807/024_34,5,10
50083,100,0812428,0,5
50083,180,vTI50083_30_60,30,60
50083,100,0812429,5,10
50083,100,0812429,5,10
50083,200,000012807/024_34,5,10
50083,100,0812429,5,10
50083,100,0812429,5,10
50083,200,000012807/023_33,0,5
50083,200,000012807/023_33,0,5
50083,200,000012807/026_36,30,60
50083,200,000012807/024_34,5,10
50083,200,000012807/025_35,10,30
50083,200,000012807/023_33,0,5
50083,200,000012807/026_36,30,60
50083,200,000012807/026_36,30,60
50083,200,000012807/024_34,5,10
50083,200,000012807/026_36,30,60
50083,200,000012807/026_36,30,60
50083,200,000012807/026_36,30,60
50083,200,000012807/026_36,30,60
