bund_nr,alter,bhd_hoehe,alter_methode,hoehe,kransatz,kraft,lfd_nr,schi,baumkennzahl,bart,zwiesel,bhd,hori,d_mess,azi
140033,29,130,2,,,2,21,1,-9,gfi,,,1152,164,38
140033,29,130,2,,,2,22,1,-9,gfi,,,1216,149,40
140033,29,130,2,,,2,23,1,-9,gfi,,,1133,168,47
140033,29,130,2,,,1,24,1,-9,gfi,,,855,172,44
140033,29,130,2,,,3,25,1,-9,gfi,,,732,109,43
140033,29,130,2,,,3,26,1,-9,gfi,,,404,77,25
140033,29,130,2,80,5,2,27,1,-9,gfi,,,324,90,68
140033,29,130,2,137,10,1,28,1,-9,gfi,,,1073,220,66
140033,29,130,2,112,5,2,29,1,-9,gfi,,,1212,173,67
140033,29,130,2,115,20,1,30,1,-9,ela,,,1231,269,75
140033,29,130,2,,,2,31,1,-9,gfi,,,862,156,93
140033,29,130,2,,,2,32,1,-9,gfi,,,575,149,102
140033,29,130,2,,,3,33,1,-9,gfi,,,477,72,122
140033,29,130,2,,,2,34,1,-9,gfi,,,1052,115,109
140033,29,130,2,,,2,35,1,-9,gfi,,,990,171,127
140033,41,130,5,203,50,1,36,1,-9,gfi,,,1321,408,139
140033,41,130,5,193,55,1,37,1,-9,gfi,,,1363,317,149
140033,41,130,5,179,40,1,38,1,-9,gfi,,,963,385,162
140033,29,130,2,,,2,39,1,-9,gfi,,,386,121,174
140033,29,130,2,,,2,40,1,-9,gfi,,,552,110,170
140033,29,130,2,,,2,41,1,-9,gfi,,,734,115,167
140033,29,130,2,,,3,42,1,-9,gfi,,,970,110,193
140033,29,130,2,,,2,43,1,-9,gfi,,,621,170,204
140033,29,130,2,,,2,44,1,-9,gfi,,,1152,185,211
140033,29,130,2,,,2,45,1,-9,gfi,,,835,160,245
140033,29,130,2,,,2,46,1,-9,gfi,,,826,176,242
140034,52,190,1,222,110,2,1,1,-9,gfi,,,701,291,295
140034,52,130,1,,,4,2,1,-9,gfi,,,786,125,304
140034,52,130,1,117,83,4,3,1,-9,gfi,,,1040,112,313
140034,52,130,1,219,93,2,4,1,-9,gfi,,,1153,288,315
140034,52,130,1,,,1,5,1,-9,gfi,,,1706,328,325
140034,52,130,1,,,2,6,1,-9,gfi,,,829,319,323
140034,52,130,1,,,3,7,1,-9,gfi,,,1231,142,340
140034,52,130,1,,,4,8,1,-9,gfi,,,1178,123,351
140034,52,130,1,,,1,9,1,-9,gfi,,,779,321,362
140034,52,130,1,,,2,10,1,-9,gfi,,,1083,304,376
140034,52,130,1,,,4,11,1,-9,gfi,,,924,140,4
140034,52,130,1,,,1,12,1,-9,gfi,,,349,327,397
140034,52,130,1,,,2,13,1,-9,gfi,,,823,265,18
140034,52,150,1,,,2,14,1,-9,gfi,,,1094,271,14
140034,52,130,1,256,113,1,15,1,-9,gfi,,,1384,376,17
140034,52,130,1,,,4,16,1,-9,gfi,,,810,110,36
140034,52,130,1,,,3,17,1,-9,gfi,,,1023,225,33
140034,52,130,1,,,2,18,1,-9,gfi,,,1086,272,47
140034,52,130,1,,,2,19,1,-9,gfi,,,848,308,52
140034,52,130,1,215,77,1,20,1,-9,gfi,,,1371,402,57
140034,52,130,1,,,2,21,1,-9,gfi,,,1642,309,78
140034,52,130,1,,,2,22,1,-9,gfi,,,1215,307,87
140034,52,130,1,191,97,3,23,1,-9,gfi,,,875,226,88
140034,52,130,1,,,2,24,1,-9,gfi,,,606,332,100
140034,52,130,1,,,2,25,1,-9,gfi,,,1240,331,105
140034,52,130,1,,,4,26,1,-9,gfi,,,786,105,108
140034,52,130,1,,,2,27,1,-9,gfi,,,262,288,117
140034,52,130,1,,,2,28,1,-9,gfi,,,542,262,128
140034,52,150,1,,,2,29,1,-9,gfi,,,953,272,131
140034,52,130,1,,,2,30,1,-9,gfi,,,1208,261,134
140034,52,170,1,,,2,31,1,-9,gfi,,,1126,308,147
140034,52,170,1,,,2,32,1,-9,gfi,,,846,304,150
140034,52,130,1,,,3,33,1,-9,gfi,,,393,229,164
140034,52,130,1,,,2,34,1,-9,gfi,,,1642,311,157
140034,52,180,1,,,2,35,1,-9,gfi,,,832,312,172
140034,52,130,1,,,2,36,1,-9,gfi,,,569,299,191
140034,52,130,1,,,1,37,1,-9,gfi,,,977,362,190
140034,52,130,1,,,1,38,1,-9,gfi,,,1778,359,177
140034,52,130,1,,,3,39,1,-9,gfi,,,1155,261,204
140034,52,130,1,,,3,40,1,-9,gfi,,,979,236,221
140034,52,130,1,,,2,41,1,-9,gfi,,,447,305,229
140034,52,130,1,,,1,42,1,-9,gfi,,,1240,351,241
140034,52,130,1,,,3,43,1,-9,gfi,,,1001,249,256
140035,64,130,1,201,81,2,1,1,-9,gfi,,,487,288,40
140035,64,170,1,,,1,2,1,-9,gfi,,,1052,443,73
140035,64,130,1,,,2,3,1,-9,gfi,,,1113,326,97
140035,64,130,1,165,93,3,4,1,-9,gfi,,,721,167,92
140035,64,130,1,,,3,5,1,-9,gfi,,,746,168,92
140035,64,200,1,,,2,6,1,-9,gfi,,,736,258,112
140035,64,170,1,,,1,7,1,-9,gfi,,,1688,435,116
140035,64,130,1,190,85,2,8,1,-9,wta,,,1698,301,129
140035,64,130,1,,,2,9,1,-9,gfi,,,1125,289,127
140035,64,130,1,74,34,4,10,1,-9,sah,,,451,99,119
140035,64,130,1,142,39,3,11,1,-9,sah,,,198,176,131
140035,64,130,1,163,75,2,12,1,-9,sah,,,471,210,146
140035,64,170,1,,,1,13,1,-9,gfi,,,858,419,147
140035,64,150,1,,,2,14,1,-9,gfi,,,1199,400,152
140035,64,130,1,,,3,15,1,-9,gfi,,,1595,304,147
140035,64,150,1,,,2,16,1,-9,gfi,,,1040,420,168
140035,64,130,1,102,65,4,17,1,-9,bah,,,435,114,185
140035,64,170,1,128,65,4,18,1,-9,bah,,,616,138,198
140035,64,150,1,,,2,19,1,-9,gfi,,,1051,392,198
140035,64,130,1,,,2,20,1,-9,gfi,,,1582,347,203
140035,64,180,1,,,2,21,1,-9,gfi,,,978,311,234
140035,64,130,1,,,2,22,1,-9,gfi,,,706,324,244
140035,64,150,1,220,87,2,23,1,-9,gfi,,,886,354,256
140035,64,170,1,,,3,24,1,-9,gfi,,,825,275,274
140035,64,130,1,,,2,25,1,-9,gfi,,,590,304,272
140035,64,130,1,83,57,4,26,1,-9,rbu,,,766,132,279
140035,64,160,1,113,46,4,27,1,-9,rbu,,,745,119,286
140035,64,200,1,222,77,1,28,1,-9,gfi,,,1625,439,261
140035,64,200,1,,,2,29,1,-9,gfi,,,1574,365,318
140035,64,130,1,,,2,30,1,-9,gfi,,,1650,327,330
140035,64,150,1,140,34,4,31,1,-9,gfi,,,1123,214,339
140035,64,130,1,,,2,32,1,-9,gfi,,,706,317,326
140035,64,130,1,159,73,3,33,1,-9,bah,,,429,276,315
140035,64,130,1,225,81,2,34,1,-9,gfi,,,509,344,359
140035,64,130,1,220,97,1,35,1,-9,gfi,,,228,418,399
140035,64,130,1,,,2,36,1,-9,gfi,,,1723,386,358
140035,64,150,1,,,3,37,1,-9,gfi,,,1689,323,369
140035,64,150,1,,,3,38,1,-9,gfi,,,1442,317,393
140035,64,180,1,,,2,39,1,-9,gfi,,,1713,356,6
140035,64,130,1,,,3,40,1,-9,gfi,,,1248,283,3
140035,64,200,1,,,3,41,1,-9,gfi,,,1247,295,13
140035,64,130,1,,,2,42,1,-9,gfi,,,1782,366,28
140035,64,130,1,,,2,43,1,-9,gfi,,,1532,407,36
140036,162,130,1,229,140,3,1,1,-9,gfi,,,158,266,209
140036,162,130,1,,,3,2,1,-9,gfi,,,450,278,208
140036,162,130,1,245,153,2,3,1,-9,gfi,,,802,310,208
140036,162,130,1,,,2,4,1,-9,gfi,,,1415,334,215
140036,162,130,1,265,130,1,5,1,-9,gfi,,,1119,435,237
140036,162,130,1,286,143,2,6,1,-9,gfi,,,1155,358,263
140036,162,130,1,,,2,7,1,-9,gfi,,,584,398,267
140036,162,130,1,,,3,8,1,-9,gfi,,,755,292,294
140036,162,130,1,,,2,9,1,-9,gfi,,,1278,324,300
140036,162,130,1,,,2,10,1,-9,gfi,,,1523,335,312
140036,162,130,1,,,2,11,1,-9,gfi,,,1336,347,315
140036,162,130,1,,,3,12,1,-9,gfi,,,1173,295,315
140036,162,130,1,,,3,13,1,-9,gfi,,,1134,260,333
140036,162,130,1,243,157,3,14,1,-9,gfi,,,968,239,343
140036,162,130,1,,,2,15,1,-9,gfi,,,604,295,338
140036,162,130,1,,,1,16,1,-9,gfi,,,293,386,359
140036,162,150,1,,,3,17,1,-9,gfi,,,1181,230,365
140036,162,130,1,196,132,4,18,1,-9,gfi,,,639,177,384
140036,162,130,1,,,2,19,1,-9,gfi,,,990,335,382
140036,162,130,1,,,1,20,1,-9,gfi,,,1128,378,395
140036,162,130,1,,,2,21,1,-9,gfi,,,1442,315,395
140036,162,130,1,,,3,22,1,-9,gfi,,,1171,245,13
140036,162,130,1,,,1,23,1,-9,gfi,,,902,364,13
140036,162,130,1,,,2,24,1,-9,gfi,,,1647,360,25
140036,162,130,1,,,3,25,1,-9,gfi,,,1166,266,34
140036,162,130,1,,,3,26,1,-9,gfi,,,417,262,34
140036,162,130,1,,,3,27,1,-9,gfi,,,997,284,49
140036,31,130,5,103,25,-9,28,2,-9,gfi,,,1066,137,66
140036,162,130,1,,,3,29,1,-9,gfi,,,461,292,95
140036,162,130,1,,,3,30,1,-9,gfi,,,372,272,153
140036,162,130,1,,,2,31,1,-9,gfi,,,560,332,143
140036,162,130,1,,,2,32,1,-9,gfi,,,1190,323,131
140036,162,130,1,,,1,33,1,-9,gfi,,,1430,425,140
140036,162,130,1,,,2,34,1,-9,gfi,,,1630,385,154
140036,162,130,1,,,2,35,1,-9,gfi,,,1105,384,168
140036,162,130,1,,,3,36,1,-9,gfi,,,945,242,189
140036,162,130,1,,,2,37,1,-9,gfi,,,1300,355,192
140036,162,130,1,,,2,38,1,-9,gfi,,,1697,305,196
140036,162,170,1,,,2,39,1,-9,gfi,,,1748,333,371
140036,162,130,1,,,2,40,1,-9,gfi,,,1746,340,168
140037,64,130,1,,,2,1,1,2,gfi,,,335,395,53
140037,64,130,1,,,1,2,1,2,gfi,,,1332,461,42
140037,64,150,1,,,2,3,1,2,gfi,,,1415,325,70
140037,64,130,1,,,2,4,1,2,gfi,,,1564,403,88
140037,64,130,1,,,2,5,1,2,gfi,,,1290,321,81
140037,64,150,1,,,3,6,1,2,gfi,,,1024,224,83
140037,64,130,1,,,2,7,1,2,gfi,,,678,377,72
140037,64,150,1,,,2,8,1,2,gfi,,,1378,299,109
140037,64,190,1,,,2,9,1,2,gfi,,,1634,325,122
140037,64,130,1,,,2,10,1,2,gfi,,,1099,334,122
140037,64,130,1,,,3,11,1,2,gfi,,,851,258,139
140037,64,130,1,231,98,3,12,1,1,gfi,,,331,312,157
140037,64,130,1,,,2,13,1,1,gfi,,,539,355,180
140037,64,130,1,128,81,3,14,1,2,gfi,,,879,167,162
140037,64,200,1,,,1,15,1,2,gfi,,,1671,404,145
140037,64,200,1,,,1,16,1,1,gfi,,,1282,473,174
140037,64,130,1,,,2,17,1,2,gfi,,,1021,428,188
140037,64,160,1,,,2,18,1,1,gfi,,,1541,478,198
140037,64,170,1,,,2,19,1,2,gfi,,,1100,369,228
140037,64,150,1,196,129,2,20,1,1,gfi,,,220,195,196
140037,64,190,1,,,2,21,1,1,gfi,,,377,395,242
140037,64,130,1,244,100,2,22,1,1,gfi,,,1479,394,243
140037,64,130,1,,,2,23,1,2,gfi,,,1209,350,250
140037,64,130,1,,,2,24,1,2,gfi,,,1141,327,278
140037,64,160,1,269,116,2,25,1,1,gfi,,,765,372,272
140037,64,180,1,274,131,2,26,1,1,gfi,,,554,404,307
140037,64,160,1,219,103,2,27,1,1,gfi,,,833,288,309
140037,64,130,1,285,116,1,28,1,1,gfi,,,1563,486,294
140037,64,150,1,,,2,29,1,2,gfi,,,1713,359,326
140037,64,160,1,253,104,2,30,1,1,gfi,,,1029,464,323
140037,64,180,1,,,2,31,1,1,gfi,,,752,368,346
140037,64,170,1,,,2,32,1,1,gfi,,,1767,407,353
140037,64,170,1,,,2,33,1,1,gfi,,,1648,435,378
140037,64,150,1,258,106,2,34,1,1,gfi,,,1554,422,391
140037,64,150,1,,,2,35,1,2,gfi,,,1240,325,2
140037,64,170,1,256,100,2,36,1,1,gfi,,,1162,408,368
140037,64,170,1,,,2,37,1,1,gfi,,,799,322,381
140037,64,150,1,,,2,38,1,2,gfi,,,576,322,9
140037,64,150,1,236,133,3,39,1,1,gfi,,,379,248,377
140038,101,130,1,285,191,2,1,1,1,gfi,,,258,430,98
140038,101,130,1,305,174,2,2,1,1,gfi,,,816,545,110
140038,101,130,1,298,133,1,3,1,1,gfi,,,1369,554,101
140038,101,130,1,240,109,2,4,1,1,gfi,,,1131,341,116
140038,101,130,1,248,138,2,5,1,1,gfi,,,1553,432,131
140038,101,130,1,,,2,6,1,1,gfi,,,1592,445,163
140038,101,130,1,279,156,2,7,1,2,gfi,,,1672,520,194
140038,101,130,1,,,3,8,1,3,gfi,,,1352,329,190
140038,101,130,1,283,157,3,9,1,1,gfi,,,1117,341,201
140038,101,170,1,,,2,10,1,2,gfi,,,812,443,198
140038,101,130,1,295,168,2,11,1,1,gfi,,,454,435,218
140038,101,180,1,303,133,2,12,1,1,gfi,,,1484,505,222
140038,101,150,1,288,148,2,13,1,1,gfi,,,1454,423,235
140038,101,130,1,,,2,14,1,1,gfi,,,1533,425,256
140038,101,130,1,272,148,2,15,1,1,gfi,,,738,418,255
140038,101,150,1,192,168,4,16,1,2,gfi,,,567,184,279
140038,101,120,1,,,2,17,1,1,gfi,,,581,445,282
140038,101,130,1,276,130,2,18,1,1,gfi,,,1359,428,284
140038,101,130,1,295,154,2,19,1,1,gfi,,,1781,420,287
140038,101,160,1,,,2,20,1,1,gfi,,,1041,463,301
140038,101,130,1,,,2,21,1,2,gfi,,,1639,384,313
140038,101,150,1,,,3,22,1,1,gfi,,,1143,390,337
140038,101,130,1,277,138,2,23,1,1,gfi,,,852,484,363
140038,101,130,1,290,114,2,24,1,1,gfi,,,1568,543,366
140038,101,130,1,292,140,2,25,1,1,gfi,,,1678,493,14
140038,101,130,1,296,142,1,26,1,1,gfi,,,1518,579,27
140038,101,150,1,277,120,2,27,1,1,gfi,,,855,445,38
140038,101,150,1,,,2,28,1,2,gfi,,,1346,422,56
140039,110,130,1,201,138,3,1,1,7,gfi,,,266,229,372
140039,110,130,1,271,149,2,2,1,7,gfi,,,735,434,10
140039,110,130,1,,,2,3,1,7,gfi,,,1323,389,25
140039,110,130,1,,,3,4,1,7,gfi,,,1089,287,65
140039,110,130,1,,,2,5,1,7,gfi,,,1360,350,71
140039,110,130,1,,,3,6,1,7,gfi,,,1151,249,105
140039,110,130,1,,,2,7,1,7,gfi,,,697,416,86
140039,110,130,1,,,2,8,1,7,gfi,,,1436,442,116
140039,110,130,1,,,2,9,1,7,gfi,,,1318,319,132
140039,110,130,1,266,182,2,10,1,7,gfi,,,903,280,126
140039,110,130,1,,,2,11,1,7,gfi,,,282,400,151
140039,110,130,1,,,2,12,1,7,gfi,,,941,417,154
140039,110,130,1,269,204,2,13,1,7,gfi,,,1542,310,168
140039,110,130,1,,,2,14,1,7,gfi,,,1031,396,171
140039,110,130,1,274,167,2,15,1,7,gfi,,,368,370,216
140039,110,130,1,,,2,16,1,7,gfi,,,932,403,240
140039,110,130,1,275,172,2,17,1,7,gfi,,,1372,463,231
140039,110,130,1,,,2,18,1,7,gfi,,,1714,401,299
140039,110,130,1,,,2,19,1,7,gfi,,,1168,318,297
140039,110,130,1,,,2,20,1,7,gfi,,,944,303,291
140039,110,130,1,,,2,21,1,7,gfi,,,815,291,319
140039,110,130,1,,,2,22,1,7,gfi,,,1444,355,324
140039,110,130,1,,,2,23,1,7,gfi,,,1226,335,339
140039,110,130,1,,,2,24,1,7,gfi,,,1336,418,374
140039,110,130,1,,,3,25,1,7,gfi,,,921,234,365
140039,110,140,1,,,3,26,1,7,gfi,,,823,208,379
140039,110,130,1,,,3,27,1,7,gfi,,,1106,205,399
140039,110,130,1,,,2,28,1,7,gfi,,,1471,384,5
140039,110,130,1,,,2,29,1,7,gfi,,,1772,468,390
140039,110,130,1,,,2,30,1,7,gfi,,,1772,479,148
140040,126,130,1,305,156,2,1,1,1,gfi,,,342,575,93
140040,126,130,1,346,200,2,2,1,1,gfi,,,1113,505,81
140040,126,130,1,,,2,3,1,1,gfi,,,1660,553,101
140040,126,130,1,,,3,4,1,1,gfi,,,1484,415,138
140040,126,130,1,285,189,3,5,1,1,gfi,,,985,415,123
140040,126,130,1,307,175,3,6,1,1,gfi,,,720,382,184
140040,126,130,1,,,3,7,1,1,gfi,,,1011,398,217
140040,126,130,1,,,2,8,1,1,gfi,,,1633,522,210
140040,126,130,1,,,1,9,1,1,gfi,,,1477,604,227
140040,126,130,1,,,2,10,1,1,gfi,,,1420,495,256
140040,126,130,1,,,2,11,1,1,gfi,,,1205,523,264
140040,126,130,1,359,215,1,12,1,1,gfi,,,555,624,281
140040,126,130,1,330,223,2,13,1,1,gfi,,,1369,488,288
140040,126,160,1,294,176,2,14,1,1,gfi,,,1655,378,324
140040,126,130,1,,,2,15,1,1,gfi,,,1509,442,340
140040,126,130,1,,,2,16,1,1,gfi,,,1628,482,362
140040,126,140,1,263,176,3,17,1,1,gfi,,,760,264,317
140040,126,130,1,,,2,18,1,1,gfi,,,293,479,353
140040,126,130,1,338,186,1,19,1,1,gfi,,,1002,639,375
140040,126,130,1,328,156,2,20,1,1,gfi,,,1660,515,9
140040,126,130,1,334,196,2,21,1,1,gfi,,,1755,561,51
140040,126,130,1,320,168,2,22,1,1,gfi,,,766,542,14
140041,89,130,1,291,138,2,1,1,1,gfi,,,1605,382,235
140041,89,130,1,,,2,2,1,1,gfi,,,1541,452,286
140041,89,130,1,316,143,1,3,1,1,gfi,,,1526,651,347
140041,89,130,1,292,135,2,4,1,1,gfi,,,857,400,375
140041,89,130,1,304,141,2,5,1,1,gfi,,,1336,413,394
140041,89,130,1,334,148,1,6,1,1,gfi,,,1274,574,15
140041,89,130,1,212,130,3,7,1,2,gfi,,,310,232,66
140041,89,130,1,268,146,2,8,1,2,gfi,,,554,409,92
140041,89,130,1,,,4,9,1,2,gfi,,,587,298,128
140041,89,130,1,237,124,3,10,1,2,gfi,,,799,263,117
140041,89,130,1,,,2,11,1,2,gfi,,,1005,292,119
140041,89,130,1,,,2,12,1,1,gfi,,,1235,426,105
140041,89,130,1,,,2,13,1,2,gfi,,,1436,358,64
140041,89,130,1,293,131,2,14,1,1,gfi,,,1438,463,50
140041,89,130,1,,,2,15,1,2,gfi,,,1741,359,69
140041,89,130,1,,,4,16,1,2,gfi,,,860,241,162
140041,89,130,1,,,2,17,1,1,gfi,,,1327,503,162
140041,89,130,1,282,144,2,18,1,1,gfi,,,1703,374,149
140041,89,130,1,294,134,2,19,1,1,gfi,,,1411,462,207
140041,89,130,1,,,2,20,1,2,gfi,,,981,330,210
140041,89,130,1,,,3,21,1,2,gfi,,,602,303,192
140041,89,130,1,,,2,22,1,1,gfi,,,809,448,177
140042,96,130,1,,,2,1,1,7,gfi,,,1784,439,175
140042,96,130,1,335,187,1,2,1,7,gfi,,,1308,533,247
140042,96,130,1,,,2,3,1,7,gfi,,,1609,423,260
140042,96,130,1,324,185,1,4,1,7,gfi,,,1345,563,280
140042,96,130,1,286,173,2,5,1,7,gfi,,,897,378,295
140042,96,130,1,,,2,6,1,7,gfi,,,541,428,305
140042,96,130,1,298,221,2,7,1,7,gfi,,,776,289,320
140042,96,130,1,,,2,8,1,7,gfi,,,1407,442,321
140042,96,130,1,313,187,2,9,1,7,gfi,,,1700,458,382
140042,96,130,1,,,2,10,1,7,gfi,,,1346,430,370
140042,96,130,1,,,2,11,1,7,gfi,,,900,388,357
140042,96,130,1,300,208,2,12,1,7,gfi,,,233,409,370
140042,96,130,1,,,2,13,1,7,gfi,,,403,395,39
140042,96,130,1,,,1,14,1,7,gfi,,,950,530,10
140042,96,130,1,,,2,15,1,7,gfi,,,1474,376,397
140042,96,130,1,,,2,16,1,7,gfi,,,1747,352,52
140042,96,130,1,325,227,2,17,1,7,gfi,,,1527,340,50
140042,96,130,1,,,2,18,1,7,gfi,,,1400,361,43
140042,96,130,1,,,2,19,1,7,gfi,,,1059,437,48
140042,96,130,1,,,2,20,1,7,gfi,,,977,458,66
140042,96,130,1,,,2,21,1,7,gfi,,,1329,334,83
140042,96,130,1,,,2,22,1,7,gfi,,,1610,338,83
140042,96,130,1,,,2,23,1,7,gfi,,,1563,379,95
140042,96,130,1,,,2,24,1,7,gfi,,,1254,373,113
140042,96,150,1,,,2,25,1,7,gfi,,,1607,434,114
140042,96,130,1,,,2,26,1,7,gfi,,,1601,417,133
140043,89,130,1,298,60,1,1,1,1,rbu,,,299,554,135
140043,95,130,1,334,188,2,2,1,1,gfi,,,1198,411,158
140043,89,130,1,,,3,3,1,1,rbu,,,1330,378,164
140043,95,130,1,311,217,2,4,1,1,ela,,,1629,403,204
140043,89,130,1,,,2,5,1,1,rbu,,,1265,423,198
140043,95,130,1,245,223,4,6,1,3,ela,,,1103,206,203
140043,95,130,1,218,122,4,7,1,1,gfi,,,759,243,206
140043,95,130,1,306,232,2,8,1,1,ela,,,610,298,213
140043,95,130,1,347,127,1,9,1,1,gfi,,,1251,547,222
140043,95,130,1,245,98,2,10,1,1,gfi,,,1755,388,215
140043,95,130,1,,,2,11,1,1,gfi,,,966,513,232
140043,95,130,1,,,4,12,1,3,gfi,,,162,228,262
140043,95,130,1,,,4,13,1,1,gfi,,,496,295,292
140043,95,130,1,347,163,1,14,1,1,gfi,,,1205,562,309
140043,89,130,1,275,101,3,15,1,1,rbu,,,1329,432,306
140043,95,130,1,,,2,16,1,1,gfi,,,1432,476,349
140043,95,130,1,,,2,17,1,1,gfi,,,1149,375,356
140043,89,130,1,310,110,1,18,1,1,rbu,,,375,611,357
140043,95,130,1,,,2,19,1,1,gfi,,,1295,362,375
140043,89,130,1,,,1,20,1,1,rbu,,,1669,528,374
140043,95,130,1,318,116,2,21,1,1,gfi,,,1540,448,6
140043,95,130,1,,,2,22,1,1,gfi,,,1106,340,18
140043,95,130,1,,,3,23,1,1,gfi,,,704,265,18
140043,95,130,1,,,2,24,1,1,gfi,,,1359,382,38
140043,89,150,1,349,128,1,25,1,1,rbu,,,1658,482,56
140043,95,130,1,,,2,26,1,1,gfi,,,1577,542,68
140043,95,130,1,,,2,27,1,1,gfi,,,1242,488,73
140043,89,130,1,,,2,28,1,1,rbu,,,768,465,63
140043,95,130,1,,,2,29,1,1,gfi,,,493,386,48
140043,89,130,1,,,2,30,1,1,rbu,,,860,355,101
140043,89,130,1,307,23,2,31,1,1,rbu,,,1770,497,114
140043,89,130,1,356,150,2,32,1,1,sbi,,,1426,461,131
140043,89,130,1,323,43,2,33,1,1,rbu,,,1647,368,142
140043,95,140,1,225,144,4,34,1,1,gfi,,,471,262,119
140044,67,130,1,,,2,1,1,1,gfi,,,501,455,80
140044,67,140,1,271,88,2,2,1,1,gfi,,,1118,452,54
140044,67,150,1,266,99,2,3,1,1,gfi,,,1585,436,75
140044,67,130,1,,,2,4,1,2,gfi,,,1111,383,77
140044,67,150,1,256,96,2,5,1,1,gfi,,,1638,454,91
140044,67,160,1,256,114,2,6,1,1,gfi,,,1069,400,101
140044,67,190,1,291,89,1,7,1,1,gfi,,,873,498,107
140044,67,150,1,,,2,8,1,1,gfi,,,1296,473,121
140044,67,130,1,274,128,2,9,1,1,gfi,,,1758,392,154
140044,67,150,1,,,2,10,1,1,gfi,,,1476,303,140
140044,67,130,1,,,2,11,1,1,gfi,,,762,385,149
140044,67,160,1,,,2,12,1,2,gfi,,,978,422,157
140044,67,150,1,,,1,13,1,1,gfi,,,1344,470,172
140044,67,160,1,241,87,2,14,1,1,gfi,,,1198,302,182
140044,67,170,1,,,2,15,1,1,gfi,,,1659,346,215
140044,67,170,1,,,2,16,1,1,gfi,,,1304,394,213
140044,67,130,1,315,95,1,17,1,1,gfi,,,1159,595,207
140044,67,130,1,,,3,18,1,2,gfi,,,1776,327,250
140044,67,130,1,,,2,19,1,1,gfi,,,1736,370,256
140044,67,180,1,,,3,20,1,1,gfi,,,511,415,279
140044,67,130,1,,,3,21,1,2,gfi,,,453,255,313
140044,67,150,1,258,120,2,22,1,1,gfi,,,595,401,329
140044,67,130,1,,,2,23,1,1,gfi,,,743,380,338
140044,67,150,1,,,2,24,1,1,gfi,,,1045,499,313
140044,67,130,1,,,4,25,1,1,gfi,,,1175,245,321
140044,67,130,1,,,2,26,1,3,gfi,,,1077,348,327
140044,67,150,1,290,56,2,27,1,1,gfi,,,1650,485,320
140044,67,130,1,,,2,28,1,3,gfi,,,1507,387,359
140044,67,130,1,,,4,29,1,1,gfi,,,1159,244,347
140044,67,150,1,242,114,2,30,1,1,gfi,,,904,309,352
140044,67,130,1,,,4,31,1,1,gfi,,,930,301,378
140044,67,170,1,,,2,32,1,1,gfi,,,1371,334,373
140044,67,170,1,,,2,33,1,1,gfi,,,1581,366,379
140044,67,130,1,,,2,34,1,1,gfi,,,1207,498,392
140044,67,130,1,,,2,35,1,1,gfi,,,335,375,8
140044,67,130,1,,,2,36,1,1,gfi,,,1069,415,13
140044,67,170,1,,,2,37,1,1,gfi,,,1307,285,10
140044,67,150,1,,,2,38,1,1,gfi,,,1712,368,27
140044,67,150,1,,,2,39,1,1,gfi,,,1569,349,32
140044,67,150,1,,,2,40,1,1,gfi,,,1412,402,37
140044,67,150,1,,,4,41,1,1,gfi,,,1151,231,30
140045,211,130,5,329,84,1,1,1,4,rbu,,,1905,1346,14
140045,97,130,1,310,162,1,2,1,1,gfi,,,445,418,36
140045,97,130,1,353,151,1,3,1,1,gfi,,,1067,543,48
140045,97,130,1,339,151,1,4,1,1,gfi,,,1485,500,75
140045,97,130,1,294,149,2,5,1,1,gfi,,,1598,398,94
140045,97,130,1,,,2,6,1,1,gfi,,,943,484,87
140045,97,130,1,,,2,7,1,1,gfi,,,329,385,87
140045,97,130,1,316,155,2,8,1,1,gfi,,,648,437,117
140045,97,140,1,,,2,9,1,1,gfi,,,1459,414,145
140045,97,130,1,,,2,10,1,1,gfi,,,1317,465,174
140045,97,130,1,,,2,11,1,1,gfi,,,672,496,168
140045,97,130,1,,,2,12,1,1,gfi,,,1748,400,185
140045,97,130,1,319,222,2,13,1,1,gfi,,,1216,347,210
140045,97,130,1,,,2,14,1,1,gfi,,,931,410,219
140045,97,150,1,,,2,15,1,2,gfi,,,1537,340,219
140045,97,130,1,,,2,16,1,1,gfi,,,1529,396,233
140045,97,130,1,,,2,17,1,1,gfi,,,1481,458,249
140045,97,150,1,,,3,18,1,1,gfi,,,1403,367,271
140045,97,130,1,201,144,4,19,1,2,gfi,,,1238,145,266
140045,97,130,1,,,4,20,1,3,gfi,,,1222,146,283
140045,97,130,1,,,2,21,1,1,gfi,,,1308,393,292
140045,97,130,1,,,2,22,1,1,gfi,,,1043,400,303
140045,97,130,1,,,2,23,1,1,gfi,,,570,441,239
140045,97,130,1,,,1,24,1,2,gfi,,,360,539,326
140045,97,130,1,,,2,25,1,1,gfi,,,1674,443,329
140045,97,160,1,309,167,2,26,1,1,gfi,,,1234,459,339
140045,97,130,1,,,2,27,1,1,gfi,,,927,377,350
140045,97,160,1,298,136,2,28,1,1,gfi,,,1442,371,371
140045,97,130,1,,,2,29,1,1,gfi,,,967,474,394
140045,97,130,1,,,2,30,1,1,gfi,,,1761,407,285
140046,79,130,1,290,177,2,1,1,2,gfi,,,541,368,216
140046,79,130,1,260,152,3,2,1,2,gfi,,,1106,295,228
